term,Estimate,Std. Error,t value,p_value,adj.r.squared,lambda,lam_low,lam_up,class,ext,variable
(Intercept),2.4487121703439216,0.2329705841770395,10.510821265242186,0,0.007540868928401,0.3735883718424876,0.23947347586617224,0.4998513387745638,Reptiles,int,w.specialization
log(int.age + 1),-0.11477831829192572,0.02976824720956375,-3.8557298145203007,1.1938738002781336e-4,0.007540868928401,0.3735883718424876,0.23947347586617224,0.4998513387745638,Reptiles,int,w.specialization
(Intercept),2.4423835830777887,0.23405034521021423,10.435291521933632,0,0.00670585466857517,0.3750932935701668,0.2409683699373326,0.5011804882683756,Reptiles,high,w.specialization
log(high.age + 1),-0.1234141050859219,0.03381423306021727,-3.649767979836858,2.6986494796577e-4,0.00670585466857517,0.3750932935701668,0.2409683699373326,0.5011804882683756,Reptiles,high,w.specialization
(Intercept),1.3301930674381734,0.1111086403253239,11.972003829255712,0,0.00465926688713958,0.439743335479829,0.3189527545982457,0.5517297295461687,Reptiles,low,w.marginality
log(low.age + 1),-0.03288867677279097,0.01064644737542188,-3.08916914845387,0.00203745665082633,0.00465926688713958,0.439743335479829,0.3189527545982457,0.5517297295461687,Reptiles,low,w.marginality
(Intercept),1.327477310197201,0.11120763749799308,11.936925736967998,0,0.0042501909576558,0.44012053550517566,0.3192873752296083,0.5521127443239049,Reptiles,int,w.marginality
log(int.age + 1),-0.03480401162867971,0.01173929793303149,-2.964743873715802,0.00306865253841026,0.0042501909576558,0.44012053550517566,0.3192873752296083,0.5521127443239049,Reptiles,int,w.marginality
(Intercept),1.3251038396045691,0.11127369595433428,11.908509268429258,0,0.0038418881844661,0.4401110436733224,0.3192232409143975,0.5521651527794099,Reptiles,high,w.marginality
log(high.age + 1),-0.03749620921695175,0.01322513781620818,-2.835222569174134,0.00462986252894626,0.0038418881844661,0.4401110436733224,0.3192232409143975,0.5521651527794099,Reptiles,high,w.marginality
(Intercept),2.4486773207514916,0.28037802070274254,8.733485294653626,0,0.00592402051917325,0.4342259628622982,0.29784698087836203,0.5563617649605045,Reptiles,low,w.specialization
log(low.age + 1),-0.09337687327295335,0.02709620797231544,-3.446123286636925,5.815800400790216e-4,0.00592402051917325,0.4342259628622982,0.29784698087836203,0.5563617649605045,Reptiles,low,w.specialization
(Intercept),2.4486691421761,0.28075326683744106,8.721783257446132,0,0.00589275356270178,0.4349760923613166,0.29874419842517075,0.5569074669951252,Reptiles,int,w.specialization
log(int.age + 1),-0.10270864524243507,0.02987683452599864,-3.4377351841962582,5.997751100730309e-4,0.00589275356270178,0.4349760923613166,0.29874419842517075,0.5569074669951252,Reptiles,int,w.specialization
(Intercept),2.4501644018036113,0.28109173676906524,8.71660060152027,0,0.00586090081542572,0.4354405095462388,0.29939470947883723,0.5571961870782661,Reptiles,high,w.specialization
log(high.age + 1),-0.11541356487639734,0.03365642003367338,-3.4291693757365045,6.189018141400382e-4,0.00586090081542572,0.4354405095462388,0.29939470947883723,0.5571961870782661,Reptiles,high,w.specialization
(Intercept),1.3115728691066135,0.08391229745981296,15.630281958788558,0,0.00464335550413131,0.3890991228361775,0.2694336592118809,0.5062663446246255,Reptiles,low,w.marginality
log(low.age + 1),-0.03209558050996777,0.01040570523712442,-3.084421457131075,0.00207008351380055,0.00464335550413131,0.3890991228361775,0.2694336592118809,0.5062663446246255,Reptiles,low,w.marginality
(Intercept),1.3072770731551495,0.0842579684002307,15.515174386183876,0,0.00387127950458594,0.3907088104993035,0.27101369671944703,0.5077442340008133,Reptiles,int,w.marginality
log(int.age + 1),-0.03275747932958464,0.01151510722457887,-2.8447394097785006,0.00449437844962985,0.00387127950458594,0.3907088104993035,0.27101369671944703,0.5077442340008133,Reptiles,int,w.marginality
(Intercept),1.3028083254085543,0.08466660747977449,15.387510663159318,0,0.00308526756264842,0.3922940110769912,0.2725997271614679,0.5091738428920114,Reptiles,high,w.marginality
log(high.age + 1),-0.03374642406859821,0.01308823186033244,-2.5783791446174025,0.01000427707448325,0.00308526756264842,0.3922940110769912,0.2725997271614679,0.5091738428920114,Reptiles,high,w.marginality
(Intercept),2.335580727168165,0.2155202465738842,10.83694346260636,0,0.00186385438274046,0.3924677735583922,0.25397212463668695,0.5209882624352039,Reptiles,low,w.specialization
log(low.age + 1),-0.05581102222424278,0.02658304934983779,-2.09949661868206,0.03591023792569148,0.00186385438274046,0.3924677735583922,0.25397212463668695,0.5209882624352039,Reptiles,low,w.specialization
(Intercept),2.330241982434315,0.21642838599500192,10.766803863187004,0,0.00159111438015127,0.39430500898034554,0.2560893404370523,0.5224043129777391,Reptiles,int,w.specialization
log(int.age + 1),-0.0581396196311565,0.02940844441591674,-1.976970247351457,0.04819537533338636,0.00159111438015127,0.39430500898034554,0.2560893404370523,0.5224043129777391,Reptiles,int,w.specialization
(Intercept),2.3281696799499376,0.21734567429705043,10.711828921738668,0,0.0014162311901608,0.3957328693176296,0.2578054044935818,0.523465730512692,Reptiles,high,w.specialization
log(high.age + 1),-0.06329456985736545,0.03341356655094976,-1.8942775761711177,0.05834623585250131,0.0014162311901608,0.3957328693176296,0.2578054044935818,0.523465730512692,Reptiles,high,w.specialization
(Intercept),1.282447243254498,0.08919813793517918,14.37751138018666,0,0.00110541995396407,0.3986441090213312,0.2773472201677626,0.5162340544759144,Reptiles,low,w.marginality
log(low.age + 1),-0.0176543475894184,0.01015956802216437,-1.737706519696823,0.08243131727682873,0.00110541995396407,0.3986441090213312,0.2773472201677626,0.5162340544759144,Reptiles,low,w.marginality
(Intercept),1.2806203831761047,0.08932697062122781,14.336323892660657,0,9.054817929426808e-4,0.398865875221507,0.27753102007247465,0.5164680136331464,Reptiles,int,w.marginality
log(int.age + 1),-0.01820466350341731,0.01117460132364399,-1.6291107822252806,0.103462248127276,9.054817929426808e-4,0.398865875221507,0.27753102007247465,0.5164680136331464,Reptiles,int,w.marginality
(Intercept),1.2797744882381623,0.08945898366318368,14.305712359270254,0,7.775985595133202e-4,0.39882171451454174,0.2774746754154428,0.5164486590174372,Reptiles,high,w.marginality
log(high.age + 1),-0.01947231082990012,0.01251670207388657,-1.5557061848204363,0.11995145672083574,7.775985595133202e-4,0.39882171451454174,0.2774746754154428,0.5164486590174372,Reptiles,high,w.marginality
(Intercept),2.365055254098696,0.20835058845074592,11.35132505113032,0,0.00352017010754836,0.34773931945488723,0.2128221801296923,0.47911807980241855,Reptiles,low,w.specialization
log(low.age + 1),-0.07034031776362176,0.02577588011691498,-2.72892011619274,0.00641521963914226,0.00352017010754836,0.34773931945488723,0.2128221801296923,0.47911807980241855,Reptiles,low,w.specialization
(Intercept),2.364433517060365,0.2094187164885972,11.290459404516062,0,0.00333289629716033,0.34980270424619764,0.2150798638455032,0.4807247714667855,Reptiles,int,w.specialization
log(int.age + 1),-0.07565017280587583,0.02838525552314219,-2.665122135123957,0.00776390646114433,0.00333289629716033,0.34980270424619764,0.2150798638455032,0.4807247714667855,Reptiles,int,w.specialization
(Intercept),2.3681441318553698,0.21033352572010763,11.258995082917387,0,0.00332043885886769,0.351189220353977,0.2167272205336245,0.48171836564580944,Reptiles,high,w.specialization
log(high.age + 1),-0.08467536772232007,0.03182297629396034,-2.6608249002275297,0.00786329372155414,0.00332043885886769,0.351189220353977,0.2167272205336245,0.48171836564580944,Reptiles,high,w.specialization
(Intercept),1.2860868018080558,0.08741212849958863,14.71291025494372,0,0.0015410070773293,0.3932321751697989,0.2730550606242483,0.5095543313009263,Reptiles,low,w.marginality
log(low.age + 1),-0.02025136138395093,0.01036600557342964,-1.9536321141732376,0.05089740940190435,0.0015410070773293,0.3932321751697989,0.2730550606242483,0.5095543313009263,Reptiles,low,w.marginality
(Intercept),1.2807044134270271,0.08775944740965887,14.593350929487189,0,9.956213243486024e-4,0.3949000910868035,0.27468605409017294,0.5110790180425308,Reptiles,int,w.marginality
log(int.age + 1),-0.01925703596462529,0.01146979846189705,-1.678934118031597,0.09333616354360474,9.956213243486024e-4,0.3949000910868035,0.27468605409017294,0.5110790180425308,Reptiles,int,w.marginality
(Intercept),1.274815414507796,0.08819678808133419,14.454215876117557,0,4.860373877294829e-4,0.39673708714967776,0.27651793943180675,0.5127245465397107,Reptiles,high,w.marginality
log(high.age + 1),-0.01784583324536935,0.01298970094371232,-1.3738448115703263,0.16965867423069714,4.860373877294829e-4,0.39673708714967776,0.27651793943180675,0.5127245465397107,Reptiles,high,w.marginality
(Intercept),2.354650557154811,0.19378107014289375,12.151086560820913,0,0.00317148598203176,0.3130213654492628,0.18848188220725104,0.4402190155311223,Reptiles,low,w.specialization
log(low.age + 1),-0.06852464052389343,0.02626568752390343,-2.6089033634292527,0.00915750852512187,0.00317148598203176,0.3130213654492628,0.18848188220725104,0.4402190155311223,Reptiles,low,w.specialization
(Intercept),2.345971051740456,0.19503550644910284,12.028430589138235,0,0.00260018833950902,0.315473663654479,0.19087764245768252,0.4423692121075314,Reptiles,int,w.specialization
log(int.age + 1),-0.0698398368100242,0.02910570653820645,-2.399523843145567,0.01651617165592345,0.00260018833950902,0.315473663654479,0.19087764245768252,0.4423692121075314,Reptiles,int,w.specialization
(Intercept),2.3370378490164803,0.19654795235929787,11.890420739384137,0,0.0020330391038878,0.3181642021253486,0.19362928493291504,0.4446550804725279,Reptiles,high,w.specialization
log(high.age + 1),-0.0716922380157389,0.03300652837372562,-2.1720623630568943,0.02997940552401812,0.0020330391038878,0.3181642021253486,0.19362928493291504,0.4446550804725279,Reptiles,high,w.specialization
(Intercept),1.2768425375225043,0.11757979348400792,10.859370472496776,0,-2.8662336786536367e-4,0.4430905898113848,0.31900215549199695,0.5590039120853667,Reptiles,low,w.marginality
log(low.age + 1),-0.00736934511617086,0.01066943382514487,-0.69069692328035,0.4898439061048774,-2.8662336786536367e-4,0.4430905898113848,0.31900215549199695,0.5590039120853667,Reptiles,low,w.marginality
(Intercept),1.271922211589971,0.11771419907068384,10.80517237199414,0,-4.2098921855077376e-4,0.44392969996580656,0.31984477707683384,0.5597481409060867,Reptiles,int,w.marginality
log(int.age + 1),-0.00568845537087457,0.01180955482505127,-0.4816824558710557,0.6300893259116451,-4.2098921855077376e-4,0.44392969996580656,0.31984477707683384,0.5597481409060867,Reptiles,int,w.marginality
(Intercept),1.268613327494303,0.11787442134184668,10.76241404244274,0,-4.870162085465403e-4,0.4444843726549008,0.32041260177179687,0.560229621215113,Reptiles,high,w.marginality
log(high.age + 1),-0.00446999072606383,0.01337888473956099,-0.3341078731956028,0.7383365678392155,-4.870162085465403e-4,0.4444843726549008,0.32041260177179687,0.560229621215113,Reptiles,high,w.marginality
(Intercept),2.355058368990329,0.25973355633301975,9.067208728204411,0,0.0017844573223762,0.35804863747340565,0.2199701663887249,0.4911899578609206,Reptiles,low,w.specialization
log(low.age + 1),-0.05579724108136651,0.02702606111038874,-2.0645717055645303,0.03910461614440219,0.0017844573223762,0.35804863747340565,0.2199701663887249,0.4911899578609206,Reptiles,low,w.specialization
(Intercept),2.34497754044632,0.2607631476238398,8.992749020766672,0,0.00139813584582226,0.36012053614452977,0.2221398097646588,0.4928838235578599,Reptiles,int,w.specialization
log(int.age + 1),-0.05652185993191584,0.02997686652387191,-1.885515949003708,0.05951901309306873,0.00139813584582226,0.36012053614452977,0.2221398097646588,0.4928838235578599,Reptiles,int,w.specialization
(Intercept),2.3404401120103935,0.26164043732629294,8.945253783885173,0,0.0011789168764196401,0.361476896733533,0.223607676743786,0.4939696492506803,Reptiles,high,w.specialization
log(high.age + 1),-0.06041839160449895,0.03401997533142427,-1.7759681191976189,0.07590485104741074,0.0011789168764196401,0.361476896733533,0.223607676743786,0.4939696492506803,Reptiles,high,w.specialization
(Intercept),1.291193913553709,0.09310541856264036,13.86808559036773,0,0.00163949212284134,0.4159642124476319,0.2941291736597179,0.5330698636467878,Reptiles,low,w.marginality
log(low.age + 1),-0.02034264257885971,0.01017515466132032,-1.999246523120668,0.0457298050256929,0.00163949212284134,0.4159642124476319,0.2941291736597179,0.5330698636467878,Reptiles,low,w.marginality
(Intercept),1.2895685947788305,0.09309037566773362,13.852867017979092,0,0.00149340506437847,0.4159383230384665,0.2940824299656774,0.5330839306375968,Reptiles,int,w.marginality
log(int.age + 1),-0.02153806497144027,0.01115267421037229,-1.9312018413852063,0.05361287788104074,0.00149340506437847,0.4159383230384665,0.2940824299656774,0.5330839306375968,Reptiles,int,w.marginality
(Intercept),1.2879635782697845,0.09324683004323756,13.812411399642963,0,0.00126816071684997,0.41626540098663495,0.2943921313166075,0.5334018781792914,Reptiles,high,w.marginality
log(high.age + 1),-0.02275535562176199,0.0124936447901883,-1.8213544569181737,0.06871672979008658,0.00126816071684997,0.41626540098663495,0.2943921313166075,0.5334018781792914,Reptiles,high,w.marginality
(Intercept),2.300235382955917,0.2122685115355748,10.836441855250923,0,5.603794386120199e-4,0.3497444537022594,0.2249892310245188,0.4734842691509129,Reptiles,low,w.specialization
log(low.age + 1),-0.036726998213487,0.02582016145681866,-1.4224155133541203,0.15507664636554042,5.603794386120199e-4,0.3497444537022594,0.2249892310245188,0.4734842691509129,Reptiles,low,w.specialization
(Intercept),2.3007178042556524,0.21240423917253623,10.831788542538344,0,5.67392731824128e-4,0.3499971423725938,0.2252258340268501,0.4737107975187009,Reptiles,int,w.specialization
log(int.age + 1),-0.04042630085556219,0.02833130812784055,-1.4269126110642294,0.15377623716004063,5.67392731824128e-4,0.3499971423725938,0.2252258340268501,0.4737107975187009,Reptiles,int,w.specialization
(Intercept),2.3048780907513886,0.212768185366157,10.832813593747009,0,6.350986428030653e-4,0.3501238461018038,0.225360337508699,0.47381806125158504,Reptiles,high,w.specialization
log(high.age + 1),-0.04667690679936411,0.03176114452160427,-1.469622946604269,0.14183635698721295,6.350986428030653e-4,0.3501238461018038,0.225360337508699,0.47381806125158504,Reptiles,high,w.specialization
(Intercept),1.3031384584191228,0.09788820507066497,13.31251765703942,0,0.00265364294554961,0.3762671463430913,0.2597712748882034,0.4920085938328341,Reptiles,low,w.marginality
log(low.age + 1),-0.02496724976285692,0.01031758808865612,-2.4198727016741115,0.01562312959154521,0.00265364294554961,0.3762671463430913,0.2597712748882034,0.4920085938328341,Reptiles,low,w.marginality
(Intercept),1.2997090783044951,0.09803824860438252,13.257163370484724,0,0.00218862443630371,0.3766939723602171,0.26016084606824913,0.4924475636214384,Reptiles,int,w.marginality
log(int.age + 1),-0.02553513846603882,0.01141623597301909,-2.236738845131448,0.02542384383126039,0.00218862443630371,0.3766939723602171,0.26016084606824913,0.4924475636214384,Reptiles,int,w.marginality
(Intercept),1.2964552932904705,0.0982241824500914,13.198942062451994,0,0.00174613692014927,0.3770640768361423,0.26051115721253004,0.49282270425866287,Reptiles,high,w.marginality
log(high.age + 1),-0.02640616219742393,0.01289675517038364,-2.047504341096864,0.04075155884068016,0.00174613692014927,0.3770640768361423,0.26051115721253004,0.49282270425866287,Reptiles,high,w.marginality
(Intercept),2.382944836259099,0.2271543451488503,10.490421544424327,0,0.00361815054427652,0.3232800421153837,0.1974764588956024,0.45247719253110386,Reptiles,low,w.specialization
log(low.age + 1),-0.07240337291894543,0.02621675913871576,-2.7617209486440024,0.00580739777142236,0.00361815054427652,0.3232800421153837,0.1974764588956024,0.45247719253110386,Reptiles,low,w.specialization
(Intercept),2.377803040449144,0.22805613362182517,10.42639372459126,0,0.00321789213892775,0.3248048392615974,0.1990056538511346,0.45375969378039815,Reptiles,int,w.specialization
log(int.age + 1),-0.07623744159340458,0.02904075567624537,-2.6251879408139827,0.00873246783285308,0.00321789213892775,0.3248048392615974,0.1990056538511346,0.45375969378039815,Reptiles,int,w.specialization
(Intercept),2.3710098773944916,0.22891859064040285,10.35743698561816,0,0.00271816627101473,0.32593139685167055,0.2002192834767151,0.4546659997698053,Reptiles,high,w.specialization
log(high.age + 1),-0.08026672282084767,0.03283950446645112,-2.4442123632787527,0.01461100659625147,0.00271816627101473,0.32593139685167055,0.2002192834767151,0.4546659997698053,Reptiles,high,w.specialization
(Intercept),1.284205373776525,0.08543191317076639,15.031916366072466,0,0.00114102029114836,0.39288686339162143,0.2779897668968568,0.504986140047513,Reptiles,low,w.marginality
log(low.age + 1),-0.01789156703441383,0.01018682965100325,-1.7563430083128726,0.07919765834858694,0.00114102029114836,0.39288686339162143,0.2779897668968568,0.504986140047513,Reptiles,low,w.marginality
(Intercept),1.2788709193235666,0.08565117555366113,14.93115431349035,0,6.45783038497967e-4,0.39344896355110703,0.2784233462135032,0.5056180315535581,Reptiles,int,w.marginality
log(int.age + 1),-0.01665272849623797,0.01128042168857339,-1.4762505299874122,0.1400492592869671,6.45783038497967e-4,0.39344896355110703,0.2784233462135032,0.5056180315535581,Reptiles,int,w.marginality
(Intercept),1.2731691577572828,0.08594240331039286,14.814214040059555,0,2.099873974352932e-4,0.39396148194536906,0.2788058746381674,0.5062034880157991,Reptiles,high,w.marginality
log(high.age + 1),-0.01502052726052353,0.0127710267213433,-1.176140931208045,0.23969204305926084,2.099873974352932e-4,0.39396148194536906,0.2788058746381674,0.5062034880157991,Reptiles,high,w.marginality
(Intercept),2.2508110089200897,0.2005300341091549,11.224308712254553,0,-3.3499180550371443e-4,0.34319445960183265,0.22421548410839545,0.46284482844543945,Reptiles,low,w.specialization
log(low.age + 1),-0.01616213182486592,0.02591854156024221,-0.6235741230771197,0.5329852776382418,-3.3499180550371443e-4,0.34319445960183265,0.22421548410839545,0.46284482844543945,Reptiles,low,w.specialization
(Intercept),2.2421430972977987,0.2011773614661099,11.145106392478,0,-4.356311808109339e-4,0.3439421145658095,0.22501793367899728,0.4634783767037483,Reptiles,int,w.specialization
log(int.age + 1),-0.01301527163913075,0.02872356674765706,-0.4531217085076104,0.6505149998039235,-4.356311808109339e-4,0.3439421145658095,0.22501793367899728,0.4634783767037483,Reptiles,int,w.specialization
(Intercept),2.233575729950572,0.2020193098478588,11.056248690447871,0,-5.024297409782103e-4,0.34465803180678545,0.22580256105801497,0.4640733201884575,Reptiles,high,w.specialization
log(high.age + 1),-0.00940429837921809,0.03253981454165442,-0.2890089729054722,0.7726073535841034,-5.024297409782103e-4,0.34465803180678545,0.22580256105801497,0.4640733201884575,Reptiles,high,w.specialization
(Intercept),1.3076643604603724,0.09362928806714836,13.966402900794796,0,0.00373898601891504,0.4022155302964131,0.28233329706060495,0.5186378867932709,Reptiles,low,w.marginality
log(low.age + 1),-0.02826116781619762,0.01008731959082415,-2.801652863452959,0.00513783635901843,0.00373898601891504,0.4022155302964131,0.28233329706060495,0.5186378867932709,Reptiles,low,w.marginality
(Intercept),1.3078891718701808,0.09380086936062328,13.943252133857303,0,0.00360605897918805,0.40267460646711023,0.28281178681544283,0.5190476669840706,Reptiles,int,w.marginality
log(int.age + 1),-0.03074319200860655,0.01114815277251228,-2.7576938203079937,0.00587911543038677,0.00360605897918805,0.40267460646711023,0.28281178681544283,0.5190476669840706,Reptiles,int,w.marginality
(Intercept),1.308548228260164,0.09401765590291092,13.91811161098784,0,0.00347904626634784,0.4031702726074157,0.2833577574396555,0.51946444160372085,Reptiles,high,w.marginality
log(high.age + 1),-0.03416194552694646,0.01258249721942153,-2.7150370018930956,0.00668930635726372,0.00347904626634784,0.4031702726074157,0.2833577574396555,0.51946444160372085,Reptiles,high,w.marginality
(Intercept),2.4435593017326975,0.212995896141925,11.472330434500424,0,0.00774096030440862,0.3369370628047816,0.2114606749385033,0.46276711695452655,Reptiles,low,w.specialization
log(low.age + 1),-0.09983996486914828,0.02557690971097248,-3.903519463350844,9.825130141183358e-5,0.00774096030440862,0.3369370628047816,0.2114606749385033,0.46276711695452655,Reptiles,low,w.specialization
(Intercept),2.4562101239167875,0.2128988942604949,11.53697924288636,0,0.0083642532609422,0.33604367093250526,0.21068221193425452,0.46184877009546194,Reptiles,int,w.specialization
log(int.age + 1),-0.11452806014846392,0.02828627965464618,-4.048890895047489,5.3614585023176176e-5,0.0083642532609422,0.33604367093250526,0.21068221193425452,0.46184877009546194,Reptiles,int,w.specialization
(Intercept),2.4679606789613615,0.21277729680275984,11.598797033543995,0,0.00878064751077905,0.3347471186573498,0.20954051537525853,0.4605698106369508,Reptiles,high,w.specialization
log(high.age + 1),-0.13236271887713127,0.03194648568072454,-4.1432638381565265,3.580610069775503e-5,0.00878064751077905,0.3347471186573498,0.20954051537525853,0.4605698106369508,Reptiles,high,w.specialization
(Intercept),1.2921008926631257,0.09929532435846092,13.012706298219834,0,9.850792942469751e-4,0.4198274762982901,0.29754886096915206,0.5358638881715387,Reptiles,low,w.marginality
log(low.age + 1),-0.01717956834372432,0.01026759482642698,-1.6731833145097563,0.09446268924168376,9.850792942469751e-4,0.4198274762982901,0.29754886096915206,0.5358638881715387,Reptiles,low,w.marginality
(Intercept),1.288547168289101,0.09960217427204746,12.936938151266055,0,6.244105179460286e-4,0.4208529172735327,0.29860352373423255,0.5367614541792644,Reptiles,int,w.marginality
log(int.age + 1),-0.01666978772365072,0.01139453696575479,-1.4629631527590985,0.14364974811679576,6.244105179460286e-4,0.4208529172735327,0.29860352373423255,0.5367614541792644,Reptiles,int,w.marginality
(Intercept),1.2855571110050577,0.09995644883331294,12.861172300637138,0,3.4019144015204973e-4,0.42179553708351986,0.29961599660829286,0.5375547374257337,Reptiles,high,w.marginality
log(high.age + 1),-0.01645204136314258,0.01292171505211449,-1.2732088036913018,0.20310619809255304,3.4019144015204973e-4,0.42179553708351986,0.29961599660829286,0.5375547374257337,Reptiles,high,w.marginality
(Intercept),2.253118195441796,0.23864059964500167,9.441470557790678,0,-2.626132849974693e-4,0.3833774661898407,0.25013928302209404,0.5087530595038929,Reptiles,low,w.specialization
log(low.age + 1),-0.01888288559903286,0.0261643097955023,-0.7217039450541467,0.47056901866354783,-2.626132849974693e-4,0.3833774661898407,0.25013928302209404,0.5087530595038929,Reptiles,low,w.specialization
(Intercept),2.2449369823101533,0.23960116636433476,9.369474349288131,0,-3.802249011639877e-4,0.3848392876870142,0.2519320304879992,0.509819113923775,Reptiles,int,w.specialization
log(int.age + 1),-0.01608125914560319,0.02905418992474851,-0.5534919124317106,0.5799944537478099,-3.802249011639877e-4,0.3848392876870142,0.2519320304879992,0.509819113923775,Reptiles,int,w.specialization
(Intercept),2.237785924957476,0.24060571668749248,9.300634896651248,0,-4.570298954141797e-4,0.3860135505210792,0.25344150263516696,0.5106453018389703,Reptiles,high,w.specialization
log(high.age + 1),-0.01344321333969854,0.03296514967314387,-0.4078007675678928,0.6834678095391609,-4.570298954141797e-4,0.3860135505210792,0.25344150263516696,0.5106453018389703,Reptiles,high,w.specialization
(Intercept),1.2776621734648148,0.08949396468559283,14.276517728915625,0,0.00100415655259634,0.385894226861951,0.2704794149734678,0.49964935020868606,Reptiles,low,w.marginality
log(low.age + 1),-0.01716598076966306,0.0101961431740747,-1.6835758851749216,0.0924347770059606,0.00100415655259634,0.385894226861951,0.2704794149734678,0.49964935020868606,Reptiles,low,w.marginality
(Intercept),1.2735571321780368,0.08976283701061419,14.188022288415889,0,6.123806244226447e-4,0.38681975360037113,0.2714348228704754,0.5004570486877821,Reptiles,int,w.marginality
log(int.age + 1),-0.0164776102062752,0.01132146421685782,-1.4554310194029323,0.14572205429569984,6.123806244226447e-4,0.38681975360037113,0.2714348228704754,0.5004570486877821,Reptiles,int,w.marginality
(Intercept),1.2698223096657746,0.09003868640265518,14.103074582708798,0,2.959693148560582e-4,0.38740057906166103,0.2720653527907545,0.5009408407168134,Reptiles,high,w.marginality
log(high.age + 1),-0.01595746188139313,0.01285762059355329,-1.2410898085913409,0.21473216467543743,2.959693148560582e-4,0.38740057906166103,0.2720653527907545,0.5009408407168134,Reptiles,high,w.marginality
(Intercept),2.362663432005154,0.2100958640358892,11.245644662483963,0,0.00347441142885643,0.33884817660495414,0.21378286036505215,0.4627532944486354,Reptiles,low,w.specialization
log(low.age + 1),-0.07018426737318116,0.02586515452868966,-2.713467932129795,0.00672093714174382,0.00347441142885643,0.33884817660495414,0.21378286036505215,0.4627532944486354,Reptiles,low,w.specialization
(Intercept),2.365481265233793,0.21075046445070833,11.224085656935989,0,0.00343052729257252,0.33966562329228595,0.21455071845166956,0.4634800894393957,Reptiles,int,w.specialization
log(int.age + 1),-0.0775582037515763,0.02874051454317354,-2.698566987555828,0.00702809771404777,0.00343052729257252,0.33966562329228595,0.21455071845166956,0.4634800894393957,Reptiles,int,w.specialization
(Intercept),2.3694321300153933,0.2114866245719932,11.203697325117616,0,0.00336541895211937,0.3402558485631428,0.21511993134569316,0.4640030891311453,Reptiles,high,w.specialization
log(high.age + 1),-0.08741272838901122,0.03266167363733015,-2.676308916671808,0.0075104392812646,0.00336541895211937,0.3402558485631428,0.21511993134569316,0.4640030891311453,Reptiles,high,w.specialization
(Intercept),1.2648023609197645,0.09800032398116068,12.906103873318898,0,-3.3019441765959725e-4,0.4001500736904484,0.27630767544772844,0.5201213488289109,Reptiles,low,w.marginality
log(low.age + 1),-0.00646422637420835,0.01025171659760962,-0.6305506314635743,0.528413378353833,-3.3019441765959725e-4,0.4001500736904484,0.27630767544772844,0.5201213488289109,Reptiles,low,w.marginality
(Intercept),1.261469437954269,0.09814714855240236,12.852838381552674,0,-4.2313924243864864e-4,0.40113151092058424,0.2773285630881401,0.5209599644384427,Reptiles,int,w.marginality
log(int.age + 1),-0.00540792959996078,0.01132324129582414,-0.47759554518679703,0.6329953266226114,-4.2313924243864864e-4,0.40113151092058424,0.2773285630881401,0.5209599644384427,Reptiles,int,w.marginality
(Intercept),1.2581906757564163,0.0983899852494292,12.787792096591614,0,-4.921822293369149e-4,0.4021298504106582,0.2784016387719482,0.5217923313037067,Reptiles,high,w.marginality
log(high.age + 1),-0.0040940825549671,0.0128059373137266,-0.31970190503577456,0.7492309287210943,-4.921822293369149e-4,0.4021298504106582,0.2784016387719482,0.5217923313037067,Reptiles,high,w.marginality
(Intercept),2.365001346978634,0.2236753373927772,10.57336662390122,0,0.00250558834785721,0.3372139302389042,0.20273938764915225,0.4717666383933136,Reptiles,low,w.specialization
log(low.age + 1),-0.06143682811262417,0.02599853605000681,-2.36308798289464,0.01822775609998372,0.00250558834785721,0.3372139302389042,0.20273938764915225,0.4717666383933136,Reptiles,low,w.specialization
(Intercept),2.3650787059420337,0.22371653215943155,10.571765452973144,0,0.00249526584642859,0.3372371110586414,0.2027621185270705,0.4717290737069225,Reptiles,int,w.specialization
log(int.age + 1),-0.06782513939526587,0.02875069119678135,-2.3590785672262,0.01842527679128114,0.00249526584642859,0.3372371110586414,0.2027621185270705,0.4717290737069225,Reptiles,int,w.specialization
(Intercept),2.3612552577636436,0.22436096089458965,10.524358820485798,0,0.002205530055453,0.33807794477605757,0.20363196252114624,0.47238098156307146,Reptiles,high,w.specialization
log(high.age + 1),-0.07304056535205336,0.03255427112680365,-2.243655373746494,0.02497414454572677,0.002205530055453,0.33807794477605757,0.20363196252114624,0.47238098156307146,Reptiles,high,w.specialization
(Intercept),1.300426104901949,0.1116880786545366,11.643374302501064,0,0.00119443229959528,0.42805531734225577,0.30609498395957946,0.542820736702621,Reptiles,low,w.marginality
log(low.age + 1),-0.01879402974336272,0.01053511805479305,-1.7839410669738247,0.07459943879925612,0.00119443229959528,0.42805531734225577,0.30609498395957946,0.542820736702621,Reptiles,low,w.marginality
(Intercept),1.2964204983824126,0.11189211941769732,11.586343212812228,0,8.294815571062616e-4,0.4287649009240338,0.30671535193219684,0.5435298941827198,Reptiles,int,w.marginality
log(int.age + 1),-0.01843399241329797,0.01162372110922452,-1.5858942450596871,0.1129366378337746,8.294815571062616e-4,0.4287649009240338,0.30671535193219684,0.5435298941827198,Reptiles,int,w.marginality
(Intercept),1.2926687126822431,0.11210444131959602,11.530932204523486,0,5.15087879589568e-4,0.42932905014532335,0.30719389247776213,0.5441046513821294,Reptiles,high,w.marginality
