term,Estimate,Std. Error,t value,p_value,adj.r.squared,lambda,lam_low,lam_up,class,ext,variable
(Intercept),1.3278548234673169,0.15096921480683587,8.795533746176654,0,0.00347535669570182,0.6282923523526792,0.5215831214235013,0.7181963329881892,Amphibians,int,w.marginality
log(int.age + 1),-0.02754478675972506,0.01124413587040555,-2.449702411745365,0.01441640699427493,0.00347535669570182,0.6282923523526792,0.5215831214235013,0.7181963329881892,Amphibians,int,w.marginality
(Intercept),1.3267738446924928,0.15133465316767397,8.76715158703585,0,0.00303451988512699,0.6288224838505386,0.5221060328270466,0.7186763844248799,Amphibians,high,w.marginality
log(high.age + 1),-0.02949466299658089,0.01273411708790333,-2.316192225419311,0.02068828599169547,0.00303451988512699,0.6288224838505386,0.5221060328270466,0.7186763844248799,Amphibians,high,w.marginality
(Intercept),2.2366683355911867,0.2488022852604958,8.989741928010817,0,0.00323367542918792,0.346975592744165,0.220338348838832,0.4766382508838742,Amphibians,low,w.specialization
log(low.age + 1),-0.06182064326716236,0.02600322972783063,-2.3774217246943454,0.01756472949611764,0.00323367542918792,0.346975592744165,0.220338348838832,0.4766382508838742,Amphibians,low,w.specialization
(Intercept),2.2314954049870557,0.24953182863639037,8.942728537603585,0,0.00277078916155979,0.34737969846019406,0.22066266337370263,0.4770625623509224,Amphibians,int,w.specialization
log(int.age + 1),-0.0640769064879904,0.02870101184127218,-2.2325661144757105,0.02573155431239837,0.00277078916155979,0.34737969846019406,0.22066266337370263,0.4770625623509224,Amphibians,int,w.specialization
(Intercept),2.2294534168904825,0.25057571220672387,8.897324474333702,0,0.00235291553201406,0.3474791149780644,0.2207146151598471,0.47718712048161555,Amphibians,high,w.specialization
log(high.age + 1),-0.0682475635565929,0.03260236130309793,-2.0933319191854944,0.03649495923973789,0.00235291553201406,0.3474791149780644,0.2207146151598471,0.47718712048161555,Amphibians,high,w.specialization
(Intercept),1.2868905074179695,0.16932074198351263,7.600312237843128,5.306866057708248e-14,3.36244964642344e-4,0.6780186892975167,0.5765442524722596,0.7590776984570387,Amphibians,low,w.marginality
log(low.age + 1),-0.01213094287865603,0.00996370855061566,-1.2175128183477884,0.22360961015755043,3.36244964642344e-4,0.6780186892975167,0.5765442524722596,0.7590776984570387,Amphibians,low,w.marginality
(Intercept),1.2880195832376031,0.16935231989922828,7.60556208503095,5.10702591327572e-14,3.858872333345576e-4,0.6779758621799572,0.5765077810846909,0.759043157110827,Amphibians,int,w.marginality
log(int.age + 1),-0.0136179921409701,0.01092563883141919,-1.246425252664258,0.21281202540458088,3.858872333345576e-4,0.6779758621799572,0.5765077810846909,0.759043157110827,Amphibians,int,w.marginality
(Intercept),1.2904413700451984,0.16943381999172735,7.616197109338646,4.7073456244106644e-14,4.806668298864339e-4,0.6778534390769984,0.5763747243044546,0.7589491586241854,Amphibians,high,w.marginality
log(high.age + 1),-0.01599922867060719,0.01230852763022859,-1.299849108784919,0.193861736561606,4.806668298864339e-4,0.6778534390769984,0.5763747243044546,0.7589491586241854,Amphibians,high,w.marginality
(Intercept),2.078930786524366,0.28941187861224776,7.1832946059194205,1.0902390101819037e-12,-6.952790484878046e-4,0.4240660979430152,0.2867812827616767,0.556337060074191,Amphibians,low,w.specialization
log(low.age + 1),-0.00152927331172827,0.02526921364398051,-0.06051922838891246,0.9517505406967572,-6.952790484878046e-4,0.4240660979430152,0.2867812827616767,0.556337060074191,Amphibians,low,w.specialization
(Intercept),2.0808371160962147,0.2896669109784162,7.183551304039912,1.0880185641326534e-12,-6.922508806049623e-4,0.42390532961729865,0.28673373016146675,0.5561188034568646,Amphibians,int,w.specialization
log(int.age + 1),-0.00248643800950072,0.02780104514337748,-0.08943685378292396,0.9287472335825852,-6.922508806049623e-4,0.42390532961729865,0.28673373016146675,0.5561188034568646,Amphibians,int,w.specialization
(Intercept),2.0873107590224844,0.28999889140083285,7.197650821835142,9.849898674474389e-13,-6.739582666560723e-4,0.423375563734603,0.2863375357770661,0.5555645466686343,Amphibians,high,w.specialization
log(high.age + 1),-0.00580896485831738,0.03141369202396499,-0.1849182469187582,0.853319325709097,-6.739582666560723e-4,0.423375563734603,0.2863375357770661,0.5555645466686343,Amphibians,high,w.specialization
(Intercept),1.30854913138643,0.14310409376364325,9.144037022083277,0,0.00190474304672417,0.5888528032899679,0.47872092757066254,0.6837438569177772,Amphibians,low,w.marginality
log(low.age + 1),-0.01935420100853664,0.01001235234576751,-1.9330323524539343,0.05342902110118697,0.00190474304672417,0.5888528032899679,0.47872092757066254,0.6837438569177772,Amphibians,low,w.marginality
(Intercept),1.3065275083069343,0.14317898236991417,9.125134755682351,0,0.00173202975335527,0.5892653912635912,0.4791955497276724,0.6840799859455583,Amphibians,int,w.marginality
log(int.age + 1),-0.02047748058440567,0.01096442327569052,-1.867629520451546,0.062017725770382,0.00173202975335527,0.5892653912635912,0.4791955497276724,0.6840799859455583,Amphibians,int,w.marginality
(Intercept),1.3055657388260271,0.14339953104201408,9.104393364044649,0,0.00151779054578445,0.5896128929167164,0.4795935271830197,0.6843657859100897,Amphibians,high,w.marginality
log(high.age + 1),-0.02204773695421918,0.01236410657957754,-1.783205022725752,0.07476453917352921,0.00151779054578445,0.5896128929167164,0.4795935271830197,0.6843657859100897,Amphibians,high,w.marginality
(Intercept),2.18949131348826,0.2638403295297039,8.298546766489546,2.220446049250313e-16,0.0010049589129187,0.3800221617836768,0.2427781358896882,0.5172565640544949,Amphibians,low,w.specialization
log(low.age + 1),-0.03964311706814662,0.02536559791384238,-1.562869410876878,0.11830411135146246,0.0010049589129187,0.3800221617836768,0.2427781358896882,0.5172565640544949,Amphibians,low,w.specialization
(Intercept),2.181834707710008,0.2644553838752719,8.250294154491677,4.440892098500626e-16,7.282158881729314e-4,0.38106154462421776,0.2437048278290022,0.5182258775013764,Amphibians,int,w.specialization
log(int.age + 1),-0.03984410028113008,0.0278621720748159,-1.4300428614876162,0.15292270580257394,7.282158881729314e-4,0.38106154462421776,0.2437048278290022,0.5182258775013764,Amphibians,int,w.specialization
(Intercept),2.177405274401901,0.2654896016456437,8.201471021483332,4.440892098500626e-16,5.033089902536299e-4,0.3820456138397073,0.2445933383237886,0.5191320247576844,Amphibians,high,w.specialization
log(high.age + 1),-0.04134433212018262,0.03150545245832263,-1.3122913303617991,0.18963201105606944,5.033089902536299e-4,0.3820456138397073,0.2445933383237886,0.5191320247576844,Amphibians,high,w.specialization
(Intercept),1.302175683429225,0.15031415903385772,8.66302743400184,0,0.00261348340302511,0.6179418240064495,0.5072364108832629,0.7110077515107169,Amphibians,low,w.marginality
log(low.age + 1),-0.02092240121883901,0.00959223023003529,-2.181182135654602,0.0293320447922003,0.00261348340302511,0.6179418240064495,0.5072364108832629,0.7110077515107169,Amphibians,low,w.marginality
(Intercept),1.299724658639305,0.1505403454753766,8.633729745571076,0,0.00227914556903924,0.618709633702638,0.5081981269440614,0.7115866802366637,Amphibians,int,w.marginality
log(int.age + 1),-0.02170587903911899,0.01049713261354955,-2.067791256738182,0.03883877955142312,0.00227914556903924,0.618709633702638,0.5081981269440614,0.7115866802366637,Amphibians,int,w.marginality
(Intercept),1.2977448692926326,0.15089464277105502,8.60033759622359,0,0.0018844679721233,0.6195819583174437,0.5092920973087411,0.712244725925415,Amphibians,high,w.marginality
log(high.age + 1),-0.02273735987247507,0.01180874124230504,-1.925468549604428,0.05436845930967182,0.0018844679721233,0.6195819583174437,0.5092920973087411,0.712244725925415,Amphibians,high,w.marginality
(Intercept),2.1654855589277258,0.2403220628098175,9.010764694714757,0,0.00102887946053289,0.32364875359924505,0.1981134331582621,0.45847725484862895,Amphibians,low,w.specialization
log(low.age + 1),-0.0381169392450975,0.02421926246943704,-1.573827414984181,0.11574809463246294,0.00102887946053289,0.32364875359924505,0.1981134331582621,0.45847725484862895,Amphibians,low,w.specialization
(Intercept),2.166464001849618,0.24096186869537703,8.990899736872693,0,9.97786359049512e-4,0.3244942730363361,0.1988861402899032,0.4592712211175418,Amphibians,int,w.specialization
log(int.age + 1),-0.04146064352425509,0.02658468452114307,-1.559568761904284,0.11908262946208036,9.97786359049512e-4,0.3244942730363361,0.1988861402899032,0.4592712211175418,Amphibians,int,w.specialization
(Intercept),2.170041214557502,0.2419761831026802,8.96799505940081,0,9.899023778054943e-4,0.3254720521840392,0.1997741093573077,0.4601941831044044,Amphibians,high,w.specialization
log(high.age + 1),-0.04666124455879823,0.02998924333426354,-1.5559327068944908,0.11994490600308594,9.899023778054943e-4,0.3254720521840392,0.1997741093573077,0.4601941831044044,Amphibians,high,w.specialization
(Intercept),1.2999374031701278,0.15766409138924842,8.244980779807255,4.440892098500626e-16,0.00181649930711431,0.6325298047154362,0.5256838774852219,0.7219553489265713,Amphibians,low,w.marginality
log(low.age + 1),-0.01840991277623435,0.00968996417076275,-1.8998948243567335,0.05764750479758018,0.00181649930711431,0.6325298047154362,0.5256838774852219,0.7219553489265713,Amphibians,low,w.marginality
(Intercept),1.2998144304268455,0.15784310625869505,8.23485080366152,4.440892098500626e-16,0.00171625107785477,0.6329356455965404,0.5261728476158745,0.722270076357787,Amphibians,int,w.marginality
log(int.age + 1),-0.01967035027539618,0.01056670224623907,-1.8615410765830276,0.062872417086417,0.00171625107785477,0.6329356455965404,0.5261728476158745,0.722270076357787,Amphibians,int,w.marginality
(Intercept),1.3001566378580571,0.1580959600233406,8.223844794428064,4.440892098500626e-16,0.00158606218131067,0.6333388448308818,0.5266471334283045,0.7225900242554648,Amphibians,high,w.marginality
log(high.age + 1),-0.0215048794217977,0.01187765749227723,-1.8105320376328429,0.07042268456154743,0.00158606218131067,0.6333388448308818,0.5266471334283045,0.7225900242554648,Amphibians,high,w.marginality
(Intercept),2.1980462988937095,0.2446813209249624,8.983302405694445,0,0.0017902643926275,0.32497509065263974,0.2010525235468104,0.4558520313053275,Amphibians,low,w.specialization
log(low.age + 1),-0.04638786138680022,0.02454472353401633,-1.8899321201361945,0.05896870314427316,0.0017902643926275,0.32497509065263974,0.2010525235468104,0.4558520313053275,Amphibians,low,w.specialization
(Intercept),2.1918684502549963,0.24554455710209117,8.926560931031647,0,0.00138834973217238,0.32589835467528755,0.20187652707078105,0.4567638133282437,Amphibians,int,w.specialization
log(int.age + 1),-0.04645924648543819,0.02685164036419671,-1.7302200482092618,0.08380626591077034,0.00138834973217238,0.32589835467528755,0.20187652707078105,0.4567638133282437,Amphibians,int,w.specialization
(Intercept),2.1867930613890705,0.24663791965449391,8.866410584603004,0,0.00102212758160035,0.3267451962172117,0.2026440122641144,0.45759279849060647,Amphibians,high,w.specialization
log(high.age + 1),-0.04755923610499735,0.03027819591019441,-1.5707420695096486,0.11646333391479358,0.00102212758160035,0.3267451962172117,0.2026440122641144,0.45759279849060647,Amphibians,high,w.specialization
(Intercept),1.247883373347174,0.1804161741560866,6.916693468222925,6.944445019030354e-12,-6.912813899938449e-4,0.676362072435441,0.5733518767524858,0.7588071570127767,Amphibians,low,w.marginality
log(low.age + 1),9.406429087320168e-4,0.00970856238120687,0.09688797082386216,0.9228289100588234,-6.912813899938449e-4,0.676362072435441,0.5733518767524858,0.7588071570127767,Amphibians,low,w.marginality
(Intercept),1.2413408795241945,0.1806221621032131,6.8725834364381795,9.376943665984072e-12,-6.045049868848865e-4,0.6771519554925604,0.5743683657985331,0.7594033973548587,Amphibians,int,w.marginality
log(int.age + 1),0.00387571954639102,0.01060097576829591,0.36560026464564194,0.7147173358279613,-6.045049868848865e-4,0.6771519554925604,0.5743683657985331,0.7594033973548587,Amphibians,int,w.marginality
(Intercept),1.2341405578826603,0.1808706708571224,6.823331566329855,1.308575470204687e-11,-4.027393947700774e-4,0.6778294356998533,0.5752413633545042,0.7599164055198406,Amphibians,high,w.marginality
log(high.age + 1),0.0077498449381021,0.01191995806732492,0.6501570638361587,0.5156949855537014,-4.027393947700774e-4,0.6778294356998533,0.5752413633545042,0.7599164055198406,Amphibians,high,w.marginality
(Intercept),2.134671132320313,0.2858698093381191,7.467284276233176,1.4166445794216997e-13,3.455198127989381e-4,0.3836912639853109,0.25047921821888414,0.5169805111287813,Amphibians,low,w.specialization
log(low.age + 1),-0.02992088673084481,0.02446583014345825,-1.222966339396628,0.22154349274056395,3.455198127989381e-4,0.3836912639853109,0.25047921821888414,0.5169805111287813,Amphibians,low,w.specialization
(Intercept),2.116308982007844,0.2865691147520792,7.384986284508488,2.575717417130363e-13,-1.2112766435470906e-4,0.3848651342683176,0.25163419549895577,0.5180469337645959,Amphibians,int,w.specialization
log(int.age + 1),-0.02439652250990318,0.02683816086893299,-0.9090236335137192,0.3634905067602885,-1.2112766435470906e-4,0.3848651342683176,0.25163419549895577,0.5180469337645959,Amphibians,int,w.specialization
(Intercept),2.0988601307900043,0.287338522647803,7.30448570365423,4.600764214046649e-13,-4.466832593351629e-4,0.3856525192749205,0.25244756804474355,0.5187417334519245,Amphibians,high,w.specialization
log(high.age + 1),-0.01817344867405251,0.0302999321861115,-0.599785126990569,0.5487442704897392,-4.466832593351629e-4,0.3856525192749205,0.25244756804474355,0.5187417334519245,Amphibians,high,w.specialization
(Intercept),1.3027028987499771,0.15036335298130318,8.663699451501063,0,0.00186852477143,0.606034039101313,0.4989017615877486,0.6980974691171744,Amphibians,low,w.marginality
log(low.age + 1),-0.01816123242390559,0.0094614387640851,-1.9195000757014076,0.05511945721434452,0.00186852477143,0.606034039101313,0.4989017615877486,0.6980974691171744,Amphibians,low,w.marginality
(Intercept),1.3005001986108249,0.15051438127821448,8.64037168785186,0,0.00155988801882319,0.6063519581842275,0.4992196880462283,0.698394394431042,Amphibians,int,w.marginality
log(int.age + 1),-0.0186461630357328,0.01035838139407397,-1.8001039280519504,0.0720544741886382,0.00155988801882319,0.6063519581842275,0.4992196880462283,0.698394394431042,Amphibians,int,w.marginality
(Intercept),1.29815292404267,0.15076138106295603,8.610646273534586,0,0.00120149702251399,0.6067848670020126,0.4996670159807252,0.6987877202362667,Amphibians,high,w.marginality
log(high.age + 1),-0.01924912796426592,0.01166074412197661,-1.650763258580362,0.09900604915805156,0.00120149702251399,0.6067848670020126,0.4996670159807252,0.6987877202362667,Amphibians,high,w.marginality
(Intercept),2.1827903011990375,0.26269488145720876,8.309222810474134,2.220446049250313e-16,0.00125984198488081,0.36620891526940264,0.23614714815003304,0.49652810373756945,Amphibians,low,w.specialization
log(low.age + 1),-0.04034975247237837,0.02407538989564622,-1.6759750370512254,0.09396122348341152,0.00125984198488081,0.36620891526940264,0.23614714815003304,0.49652810373756945,Amphibians,low,w.specialization
(Intercept),2.1808934136020452,0.26318487008206853,8.286545548465535,2.220446049250313e-16,0.00109347497919803,0.3665579388399143,0.23641512745752105,0.4968949208926671,Amphibians,int,w.specialization
log(int.age + 1),-0.0423626352344292,0.02642632176169697,-1.6030469777988838,0.10914465830808284,0.00109347497919803,0.3665579388399143,0.23641512745752105,0.4968949208926671,Amphibians,int,w.specialization
