term,Estimate,Std. Error,t value,Pr(>|t|),adj.r.squared,lambda,lam_low,lam_up,class,ext,biome,variable
log(low.age + 1),0.05462799236882265,0.0558427501137267,0.9782468137326666,0.32870058129791,-1.357697603317482e-4,0.08694761811372484,NA,0.2954459347693756,REPTILIA,low,Flooded_grasslands_and_savannas,specialization
(Intercept),1.8914368376159012,0.15434806894036723,12.25436023010215,0,-7.176238304793237e-5,0.08721730100956528,NA,0.2960220056569102,REPTILIA,int,Flooded_grasslands_and_savannas,specialization
log(int.age + 1),0.06196519588950977,0.06268221437166084,0.9885610537320896,0.3236342762944513,-7.176238304793237e-5,0.08721730100956528,NA,0.2960220056569102,REPTILIA,int,Flooded_grasslands_and_savannas,specialization
(Intercept),1.894304100865274,0.15850401437403633,11.951142741376332,0,-4.4585558578828197e-4,0.08875012789111571,NA,0.29762463974490766,REPTILIA,high,Flooded_grasslands_and_savannas,specialization
log(high.age + 1),0.06611238432116795,0.07134364927666476,0.9266751139234497,0.35480243912461074,-4.4585558578828197e-4,0.08875012789111571,NA,0.29762463974490766,REPTILIA,high,Flooded_grasslands_and_savannas,specialization
(Intercept),1.5118762140848403,0.18314411889122706,8.255117462891471,2.220446049250313e-16,0.004648805400703711,0.39842475657690846,0.2868450449615834,0.5043161754543837,AVES,low,Tropical_&_subtropical_moist_broadleaf_forests,specialization
log(low.age + 1),-0.07425654915917596,0.02311241895727957,-3.212841948583138,0.0013352410870446363,0.004648805400703711,0.39842475657690846,0.2868450449615834,0.5043161754543837,AVES,low,Tropical_&_subtropical_moist_broadleaf_forests,specialization
(Intercept),1.5146156408310176,0.1829521920062748,8.27875099074555,2.220446049250313e-16,0.0049488569044258525,0.3983582611229226,0.28702285797632415,0.504092617683576,AVES,int,Tropical_&_subtropical_moist_broadleaf_forests,specialization
log(int.age + 1),-0.08553164883632584,0.0258747081730647,-3.30560825127927,9.645020594906129e-4,0.0049488569044258525,0.3983582611229226,0.28702285797632415,0.504092617683576,AVES,int,Tropical_&_subtropical_moist_broadleaf_forests,specialization
(Intercept),1.5171773420901835,0.1833001556245306,8.277010660034287,2.220446049250313e-16,0.005010541426236515,0.3991266050498945,0.28803923537353604,0.504627440304296,AVES,high,Tropical_&_subtropical_moist_broadleaf_forests,specialization
log(high.age + 1),-0.09844128805553698,0.029612056307359268,-3.324365151604554,9.022427560696489e-4,0.005010541426236515,0.3991266050498945,0.28803923537353604,0.504627440304296,AVES,high,Tropical_&_subtropical_moist_broadleaf_forests,specialization
(Intercept),2.3989320758333275,0.07165001416897224,33.48125054345315,0,0.0030714109766908984,1e-6,NA,0.03613857955287167,AVES,low,Montane_grasslands_and_shrublands,specialization
log(low.age + 1),-0.08240215071985979,0.04214913321197124,-1.955014123432931,0.05088553746185087,0.0030714109766908984,1e-6,NA,0.03613857955287167,AVES,low,Montane_grasslands_and_shrublands,specialization
(Intercept),2.4112418905665223,0.07720737642024779,31.230719166545455,0,0.0030915054788069147,1e-6,NA,0.03632465831739412,AVES,int,Montane_grasslands_and_shrublands,specialization
log(int.age + 1),-0.09524257433704708,0.04859947125085671,-1.9597450730571098,0.05032881763513797,0.0030915054788069147,1e-6,NA,0.03632465831739412,AVES,int,Montane_grasslands_and_shrublands,specialization
(Intercept),2.4215141389839943,0.08332958602900904,29.059476404227027,0,0.0029411374230815025,1e-6,NA,0.036879110553296054,AVES,high,Montane_grasslands_and_shrublands,specialization
log(high.age + 1),-0.10938447332925527,0.05685069478239814,-1.924065725985154,0.05465624746549169,0.0029411374230815025,1e-6,NA,0.036879110553296054,AVES,high,Montane_grasslands_and_shrublands,specialization
(Intercept),1.4616291046107817,0.15447092342312732,9.462163313461147,1.6608936448392342e-13,-0.014521049412012736,1e-6,NA,0.2852673166897394,AVES,low,Mediterranean_forests_woodlands_and_scrub,specialization
log(low.age + 1),-0.033358204874398556,0.09364432230659736,-0.35622239611261974,0.7229235867451496,-0.014521049412012736,1e-6,NA,0.2852673166897394,AVES,low,Mediterranean_forests_woodlands_and_scrub,specialization
(Intercept),1.458694978332848,0.16319528692951765,8.938340106371106,1.2536638394067268e-12,-0.015023245186201021,1e-6,NA,0.2843348025960217,AVES,int,Mediterranean_forests_woodlands_and_scrub,specialization
log(int.age + 1),-0.03299329064079792,0.10585552297762314,-0.31168227894705497,0.7563624757315472,-0.015023245186201021,1e-6,NA,0.2843348025960217,AVES,int,Mediterranean_forests_woodlands_and_scrub,specialization
(Intercept),1.4542900471969542,0.17405120062658397,8.355530108160776,1.2153833495176514e-11,-0.015526022398632053,1e-6,NA,0.28372231256162034,AVES,high,Mediterranean_forests_woodlands_and_scrub,specialization
log(high.age + 1),-0.031921786472547176,0.1229651319317853,-0.25960031084466884,0.7960607933002932,-0.015526022398632053,1e-6,NA,0.28372231256162034,AVES,high,Mediterranean_forests_woodlands_and_scrub,specialization
(Intercept),1.713074752474077,0.14913225063265267,11.486950308915926,0,0.001927012566589463,0.14430505773466903,0.04869863627392211,0.286007932232067,AVES,low,Deserts_and_xeric_shrublands,specialization
log(low.age + 1),-0.06471817190132065,0.037979579830601136,-1.7040254839569218,0.0886917184889453,0.001927012566589463,0.14430505773466903,0.04869863627392211,0.286007932232067,AVES,low,Deserts_and_xeric_shrublands,specialization
(Intercept),1.7218327347011506,0.15076010819306682,11.42101020845735,0,0.002122161151791463,0.145037864661983,0.049555566363682024,0.28630814854008096,AVES,int,Deserts_and_xeric_shrublands,specialization
log(int.age + 1),-0.07686757598273111,0.04367968871420097,-1.7598013686791734,0.07875187169522269,0.002122161151791463,0.145037864661983,0.049555566363682024,0.28630814854008096,AVES,int,Deserts_and_xeric_shrublands,specialization
(Intercept),1.727763628480031,0.15322341436205095,11.276107086332809,0,0.0021233521399500036,0.14680591295657391,0.051095320850139694,0.28770673978038097,AVES,high,Deserts_and_xeric_shrublands,specialization
log(high.age + 1),-0.08973818731334371,0.05098365497745197,-1.760136407502195,0.07869502738086265,0.0021233521399500036,0.14680591295657391,0.051095320850139694,0.28770673978038097,AVES,high,Deserts_and_xeric_shrublands,specialization
(Intercept),1.7574479488140948,0.13054864011815573,13.46201651142042,0,0.006015459935410884,0.08997905564570122,0.03286059001553656,0.1869390895598863,AVES,low,mangroves,specialization
log(low.age + 1),-0.10247926713210345,0.03764943129594052,-2.7219340001864274,0.006596720339876017,0.006015459935410884,0.08997905564570122,0.03286059001553656,0.1869390895598863,AVES,low,mangroves,specialization
(Intercept),1.7596813477979392,0.13341670629428065,13.189362836739237,0,0.005541542922618574,0.09192386055011278,0.034325668215572605,0.18909298888696666,AVES,int,mangroves,specialization
log(int.age + 1),-0.1142342511632829,0.04348446869277215,-2.6270126920573493,0.008738349879553242,0.005541542922618574,0.09192386055011278,0.034325668215572605,0.18909298888696666,AVES,int,mangroves,specialization
(Intercept),1.763769522819301,0.13671352853128,12.901206938095752,0,0.005113175609504133,0.09372623816777889,0.035691183766992214,0.1911003087444811,AVES,high,mangroves,specialization
log(high.age + 1),-0.12961384091654804,0.051064374959441314,-2.5382439522562623,0.011283504189501414,0.005113175609504133,0.09372623816777889,0.035691183766992214,0.1911003087444811,AVES,high,mangroves,specialization
(Intercept),1.6697721833486603,0.12237756392009773,13.644430644483831,0,0.002422905049863071,0.12116996939774614,0.0456104373187596,0.2429985971463575,AVES,low,Tropical_&_subtropical_dry_broadleaf_forests,specialization
log(low.age + 1),-0.06244586698546345,0.02874028205389464,-2.17276458415972,0.02995098145324082,0.002422905049863071,0.12116996939774614,0.0456104373187596,0.2429985971463575,AVES,low,Tropical_&_subtropical_dry_broadleaf_forests,specialization
(Intercept),1.6622344796175783,0.12397301249403693,13.408034911610551,0,0.0019112777153243111,0.12350031918215658,0.04730541662384482,0.24549155455454477,AVES,int,Tropical_&_subtropical_dry_broadleaf_forests,specialization
log(int.age + 1),-0.06488489003541945,0.032714765239544044,-1.9833518461868616,0.04750654840211466,0.0019112777153243111,0.12350031918215658,0.04730541662384482,0.24549155455454477,AVES,int,Tropical_&_subtropical_dry_broadleaf_forests,specialization
(Intercept),1.6557528372655317,0.12579254908827495,13.162566855240422,0,0.0014585345369895846,0.12551047764926285,0.04876922874985778,0.24764704520111358,AVES,high,Tropical_&_subtropical_dry_broadleaf_forests,specialization
log(high.age + 1),-0.06821049865270734,0.03790795219608275,-1.7993717597796257,0.07215673647972909,0.0014585345369895846,0.12551047764926285,0.04876922874985778,0.24764704520111358,AVES,high,Tropical_&_subtropical_dry_broadleaf_forests,specialization
(Intercept),1.201601861013165,0.06418347160706091,18.721359735252697,0,0.0026974916987170536,1e-6,NA,0.09671382738128059,AVES,low,Tropical_&_subtropical_coniferous_forests,specialization
log(low.age + 1),0.053026179666046946,0.03533260056195209,1.50077205817531,0.13409761235168038,0.0026974916987170536,1e-6,NA,0.09671382738128059,AVES,low,Tropical_&_subtropical_coniferous_forests,specialization
(Intercept),1.185654640880669,0.07028314975480568,16.869685621902548,0,0.003309106561275124,1e-6,NA,0.0959414561655338,AVES,int,Tropical_&_subtropical_coniferous_forests,specialization
log(int.age + 1),0.06640337471498547,0.04168814148827425,1.592860039914779,0.11187550143885283,0.003309106561275124,1e-6,NA,0.0959414561655338,AVES,int,Tropical_&_subtropical_coniferous_forests,specialization
(Intercept),1.1755397388421542,0.0771538469672213,15.236307521277332,0,0.0031612274031960277,1e-6,NA,0.09596179179558434,AVES,high,Tropical_&_subtropical_coniferous_forests,specialization
log(high.age + 1),0.0784962467884176,0.04996326490734534,1.5710792105757183,0.11684882938907903,0.0031612274031960277,1e-6,NA,0.09596179179558434,AVES,high,Tropical_&_subtropical_coniferous_forests,specialization
(Intercept),1.0805496701509005,0.11011317835313843,9.813082196987576,0,0.003934515282093444,1e-6,NA,0.29629085334011146,AVES,low,Temperate_broadleaf_&_mixed_forests,specialization
log(low.age + 1),0.07694226473299093,0.060301746480143706,1.2759541675683745,0.20384427154183138,0.003934515282093444,1e-6,NA,0.29629085334011146,AVES,low,Temperate_broadleaf_&_mixed_forests,specialization
(Intercept),1.0937709213961746,0.11910126265365692,9.183537579923307,2.220446049250313e-16,4.37985604896628e-4,1e-6,NA,0.3074940824837925,AVES,int,Temperate_broadleaf_&_mixed_forests,specialization
log(int.age + 1),0.07362798383205993,0.07118982979231023,1.0342486285872967,0.3026003565221065,4.37985604896628e-4,1e-6,NA,0.3074940824837925,AVES,int,Temperate_broadleaf_&_mixed_forests,specialization
(Intercept),1.0920308615791097,0.1286952463167512,8.485401697676918,1.4654943925052066e-14,-5.327006904185554e-4,1e-6,NA,0.3126886739788306,AVES,high,Temperate_broadleaf_&_mixed_forests,specialization
log(high.age + 1),0.08123738691147686,0.084910886669508,0.9567369991985927,0.34016162442430997,-5.327006904185554e-4,1e-6,NA,0.3126886739788306,AVES,high,Temperate_broadleaf_&_mixed_forests,specialization
(Intercept),1.875470528275544,0.1740988311631118,10.772447556057573,0,0.008926805791248006,0.20159499735739098,0.07412979040511199,0.3722636970744894,AVES,low,Tropical_&_subtropical_grasslands_savannas_and_shrublands,specialization
log(low.age + 1),-0.12632822261400029,0.03806168807384643,-3.319038881536234,9.325896359639874e-4,0.008926805791248006,0.20159499735739098,0.07412979040511199,0.3722636970744894,AVES,low,Tropical_&_subtropical_grasslands_savannas_and_shrublands,specialization
(Intercept),1.8748913181489477,0.17584659565426508,10.662084819857432,0,0.008585069101079519,0.2047768976997229,0.07674510906738682,0.37479239948561344,AVES,int,Tropical_&_subtropical_grasslands_savannas_and_shrublands,specialization
log(int.age + 1),-0.14115830499283358,0.043296702617068854,-3.260255318777665,0.0011469028327706354,0.008585069101079519,0.2047768976997229,0.07674510906738682,0.37479239948561344,AVES,int,Tropical_&_subtropical_grasslands_savannas_and_shrublands,specialization
(Intercept),1.8771496481052943,0.17773101060905439,10.561745199515926,0,0.008196911519353131,0.20688968439763067,0.07872715747971422,0.37625054965375315,AVES,high,Tropical_&_subtropical_grasslands_savannas_and_shrublands,specialization
log(high.age + 1),-0.1600431348411599,0.050135299581161426,-3.192224563893837,0.0014514228151978337,0.008196911519353131,0.20688968439763067,0.07872715747971422,0.37625054965375315,AVES,high,Tropical_&_subtropical_grasslands_savannas_and_shrublands,specialization
(Intercept),1.952928637385737,0.10981724418524676,17.783442408110442,0,-0.0011467353509602466,1e-6,NA,0.1626426005047514,AVES,low,Temperate_grasslands_savannas_and_ shrublands,specialization
log(low.age + 1),-0.047588433692661525,0.06130684515763363,-0.7762336093188453,0.4381413473647888,-0.0011467353509602466,1e-6,NA,0.1626426005047514,AVES,low,Temperate_grasslands_savannas_and_ shrublands,specialization
(Intercept),1.946672485700324,0.11958168896933248,16.279018154690565,0,-0.0017000825865335285,1e-6,NA,0.16235987861379814,AVES,int,Temperate_grasslands_savannas_and_ shrublands,specialization
log(int.age + 1),-0.04658256158309104,0.07265476775683107,-0.6411494114054381,0.5218500626349241,-0.0017000825865335285,1e-6,NA,0.16235987861379814,AVES,int,Temperate_grasslands_savannas_and_ shrublands,specialization
(Intercept),1.9372175683669752,0.1296669045957024,14.939953833302049,0,-0.0021569712658188888,1e-6,NA,0.16131262237162342,AVES,high,Temperate_grasslands_savannas_and_ shrublands,specialization
log(high.age + 1),-0.0434918982418937,0.08644230252919101,-0.5031321120490372,0.6151915177101892,-0.0021569712658188888,1e-6,NA,0.16131262237162342,AVES,high,Temperate_grasslands_savannas_and_ shrublands,specialization
(Intercept),1.8568243690121755,0.14011555955300142,13.252092593683685,0,0.009618000517401486,0.11243898725601204,0.04168020329651978,0.21839923865728486,AVES,low,Flooded_grasslands_and_savannas,specialization
log(low.age + 1),-0.12060198696324964,0.04268595456279561,-2.825331849750044,0.004854308460080947,0.009618000517401486,0.11243898725601204,0.04168020329651978,0.21839923865728486,AVES,low,Flooded_grasslands_and_savannas,specialization
(Intercept),1.8599539126695448,0.1435670416538374,12.955298731823037,0,0.008973612050720687,0.11539043507105985,0.0440090992813674,0.2216288429094059,AVES,int,Flooded_grasslands_and_savannas,specialization
log(int.age + 1),-0.1348796437776958,0.049216808781571864,-2.7405198979133827,0.006286657669353657,0.008973612050720687,0.11539043507105985,0.0440090992813674,0.2216288429094059,AVES,int,Flooded_grasslands_and_savannas,specialization
(Intercept),1.8625905805082899,0.14750755100590304,12.627086327490797,0,0.008160463705318373,0.11810284819860774,0.04616690255053323,0.22460901599268038,AVES,high,Flooded_grasslands_and_savannas,specialization
log(high.age + 1),-0.15185671865531536,0.05774542427111979,-2.6297619347696686,0.008727450235053169,0.008160463705318373,0.11810284819860774,0.04616690255053323,0.22460901599268038,AVES,high,Flooded_grasslands_and_savannas,specialization
(Intercept),2.2772186894523436,0.23442702236367463,9.713976940421214,0,0.006626707770718133,0.29544985049400196,0.16929235098826728,0.4345447043197418,AMPHIBIA,low,Tropical_&_subtropical_moist_broadleaf_forests,specialization
log(low.age + 1),-0.08404984594262452,0.02702555077149893,-3.110014173374896,0.0019114852925046222,0.006626707770718133,0.29544985049400196,0.16929235098826728,0.4345447043197418,AMPHIBIA,low,Tropical_&_subtropical_moist_broadleaf_forests,specialization
(Intercept),2.278118327630458,0.23563707282260257,9.667911336453923,0,0.006113119125019368,0.29640344474349706,0.16983599412035355,0.43569944554802875,AMPHIBIA,int,Tropical_&_subtropical_moist_broadleaf_forests,specialization
log(int.age + 1),-0.0899325706556678,0.029984295827651306,-2.99932241772817,0.0027573138670209385,0.006113119125019368,0.29640344474349706,0.16983599412035355,0.43569944554802875,AMPHIBIA,int,Tropical_&_subtropical_moist_broadleaf_forests,specialization
(Intercept),2.2822039741594216,0.23738644756694127,9.613876434609253,0,0.005627472543942174,0.29770451097687495,0.1707084985158594,0.437156009432565,AMPHIBIA,high,Tropical_&_subtropical_moist_broadleaf_forests,specialization
log(high.age + 1),-0.09891815947139226,0.03421746286790811,-2.8908677377177976,0.003905701041592602,0.005627472543942174,0.29770451097687495,0.1707084985158594,0.437156009432565,AMPHIBIA,high,Tropical_&_subtropical_moist_broadleaf_forests,specialization
(Intercept),2.6847908235283033,0.6032007733807125,4.450907462338061,1.748458318173718e-5,-0.005870131395908295,0.5012289922343882,0.25920978813647033,0.7375626957476553,AMPHIBIA,low,Montane_grasslands_and_shrublands,specialization
log(low.age + 1),0.05024586043818377,0.11563352313954905,0.43452676242983596,0.6645846485299538,-0.005870131395908295,0.5012289922343882,0.25920978813647033,0.7375626957476553,AMPHIBIA,low,Montane_grasslands_and_shrublands,specialization
(Intercept),2.6893595366563563,0.6066817847668204,4.4328997576382125,1.881244526247272e-5,-0.006080577713252722,0.5013992313540376,0.2594312929777745,0.737630026587191,AMPHIBIA,int,Montane_grasslands_and_shrublands,specialization
log(int.age + 1),0.04968209531941431,0.12424098489445891,0.3998849120651981,0.6898595642273455,-0.006080577713252722,0.5013992313540376,0.2594312929777745,0.737630026587191,AMPHIBIA,int,Montane_grasslands_and_shrublands,specialization
(Intercept),2.693179763645616,0.6118011043341848,4.4020511642857665,2.1315881917782775e-5,-0.00627406585863503,0.501593582688611,0.2596732685545059,0.7377150108077809,AMPHIBIA,high,Montane_grasslands_and_shrublands,specialization
log(high.age + 1),0.05028792932069237,0.13771452898123346,0.36516066745248915,0.7155505258836503,-0.00627406585863503,0.501593582688611,0.2596732685545059,0.7377150108077809,AMPHIBIA,high,Montane_grasslands_and_shrublands,specialization
(Intercept),1.5862727086652875,0.6314045644275337,2.5122921151250943,0.033185711896173586,-0.11110219736246194,1e-6,NA,0.9830420717145864,AMPHIBIA,low,Mediterranean_forests_woodlands_and_scrub,specialization
log(low.age + 1),0.0023157161634452805,0.27252784601122937,0.008497172664513199,0.9934056889295777,-0.11110219736246194,1e-6,NA,0.9830420717145864,AMPHIBIA,low,Mediterranean_forests_woodlands_and_scrub,specialization
(Intercept),1.5671002393139126,0.6898457592093514,2.2716675697332738,0.04922867129110786,-0.1109448255128019,1e-6,NA,0.9728698911177838,AMPHIBIA,int,Mediterranean_forests_woodlands_and_scrub,specialization
log(int.age + 1),0.011495631597135514,0.3132063145204834,0.036703064606903736,0.9715229632428988,-0.1109448255128019,1e-6,NA,0.9728698911177838,AMPHIBIA,int,Mediterranean_forests_woodlands_and_scrub,specialization
(Intercept),1.5766756123219956,0.7717784341546644,2.0429122433939764,0.0714279560857971,-0.11106324854620853,1e-6,NA,0.9583993207535614,AMPHIBIA,high,Mediterranean_forests_woodlands_and_scrub,specialization
log(high.age + 1),0.007382521047750501,0.3749340181084335,0.01969018731614645,0.9847201369593359,-0.11106324854620853,1e-6,NA,0.9583993207535614,AMPHIBIA,high,Mediterranean_forests_woodlands_and_scrub,specialization
(Intercept),1.742745660746829,0.17170278686461168,10.149780865938949,0,0.0026614903936655384,1e-6,NA,0.4236693175993847,AMPHIBIA,low,Deserts_and_xeric_shrublands,specialization
log(low.age + 1),0.09200640653335945,0.07575663169719309,1.2144997008462357,0.22617476830268202,0.0026614903936655384,1e-6,NA,0.4236693175993847,AMPHIBIA,low,Deserts_and_xeric_shrublands,specialization
(Intercept),1.7303678151506041,0.18254428906899636,9.479167077621234,0,0.002526640551856004,1e-6,NA,0.4254475563063381,AMPHIBIA,int,Deserts_and_xeric_shrublands,specialization
log(int.age + 1),0.10212830331097944,0.08478717889096052,1.2045253144030215,0.22999476313139233,0.002526640551856004,1e-6,NA,0.4254475563063381,AMPHIBIA,int,Deserts_and_xeric_shrublands,specialization
(Intercept),1.7230155172737298,0.19711138298187328,8.741329349975599,1.7763568394002505e-15,0.001735909256992646,1e-6,NA,0.4291971400953112,AMPHIBIA,high,Deserts_and_xeric_shrublands,specialization
log(high.age + 1),0.11229440329617546,0.09812971208262868,1.144346609328881,0.2540250704279172,0.001735909256992646,1e-6,NA,0.4291971400953112,AMPHIBIA,high,Deserts_and_xeric_shrublands,specialization
(Intercept),1.9036699710327465,0.1416940897170621,13.435069697219108,0,-9.371867353085715e-4,1e-6,NA,0.07604362784653064,AMPHIBIA,low,mangroves,specialization
log(low.age + 1),0.051892720634659995,0.062006789978204566,0.8368877126666342,0.40328218547100114,-9.371867353085715e-4,1e-6,NA,0.07604362784653064,AMPHIBIA,low,mangroves,specialization
(Intercept),1.8804912554579847,0.15170922341314902,12.395365378259513,0,-3.839977049602254e-4,1e-6,NA,0.07567666971502518,AMPHIBIA,int,mangroves,specialization
log(int.age + 1),0.0656554942213683,0.07010188713538491,0.9365724220029985,0.3496870340411715,-3.839977049602254e-4,1e-6,NA,0.07567666971502518,AMPHIBIA,int,mangroves,specialization
(Intercept),1.8564145908114646,0.16456669577413616,11.280621404462961,0,5.7031830807790704e-5,1e-6,NA,0.07551106668400308,AMPHIBIA,high,mangroves,specialization
log(high.age + 1),0.08238048167448575,0.08163884577152943,1.0090843506660032,0.31369896676516174,5.7031830807790704e-5,1e-6,NA,0.07551106668400308,AMPHIBIA,high,mangroves,specialization
(Intercept),2.1274210946650935,0.10269955148221115,20.71499888715278,0,-7.530790979721071e-4,1e-6,NA,0.2616677702697567,AMPHIBIA,low,Tropical_&_subtropical_dry_broadleaf_forests,specialization
log(low.age + 1),-0.03793396380407099,0.0459701031700976,-0.825187702183494,0.4097301471950021,-7.530790979721071e-4,1e-6,NA,0.2616677702697567,AMPHIBIA,low,Tropical_&_subtropical_dry_broadleaf_forests,specialization
(Intercept),2.1158444427267717,0.10959612279382941,19.305832987422985,0,-0.0013530771073293562,1e-6,NA,0.2642356186688741,AMPHIBIA,int,Tropical_&_subtropical_dry_broadleaf_forests,specialization
log(int.age + 1),-0.03372580828069349,0.05160746988499803,-0.6535063306891039,0.5137849780540935,-0.0013530771073293562,1e-6,NA,0.2642356186688741,AMPHIBIA,int,Tropical_&_subtropical_dry_broadleaf_forests,specialization
(Intercept),2.106765716875092,0.1182911015458128,17.810010130467553,0,-0.0017266783995208948,1e-6,NA,0.26604919999386867,AMPHIBIA,high,Tropical_&_subtropical_dry_broadleaf_forests,specialization
log(high.age + 1),-0.03089048284023299,0.059542526931961756,-0.5187969747325475,0.6041736235767705,-0.0017266783995208948,1e-6,NA,0.26604919999386867,AMPHIBIA,high,Tropical_&_subtropical_dry_broadleaf_forests,specialization
(Intercept),1.7421180296598333,0.3167046110233129,5.500766231444589,1.2750443389997201e-7,-0.0054896068262508145,0.2978970617249112,0.009794860209144189,0.6380149031183876,AMPHIBIA,low,Tropical_&_subtropical_coniferous_forests,specialization
log(low.age + 1),0.005643204581321004,0.07083772733052678,0.07966382878137769,0.9365926377573943,-0.0054896068262508145,0.2978970617249112,0.009794860209144189,0.6380149031183876,AMPHIBIA,low,Tropical_&_subtropical_coniferous_forests,specialization
(Intercept),1.7333588024274273,0.3213357239176325,5.3942300012423665,2.132419605338498e-7,-0.005434148382569492,0.29742741873688916,NA,0.6378341553459193,AMPHIBIA,int,Tropical_&_subtropical_coniferous_forests,specialization
log(int.age + 1),0.010145502496036352,0.07939170673597974,0.1277904571289243,0.8984566698650274,-0.005434148382569492,0.29742741873688916,NA,0.6378341553459193,AMPHIBIA,int,Tropical_&_subtropical_coniferous_forests,specialization
(Intercept),1.7326275048422735,0.32793056148531463,5.283519465201977,3.613150225678652e-7,-0.005440671546443289,0.2973043392868497,NA,0.637831424106897,AMPHIBIA,high,Tropical_&_subtropical_coniferous_forests,specialization
log(high.age + 1),0.01119908342643261,0.0909683475778058,0.1231096719312612,0.90215684598725,-0.005440671546443289,0.2973043392868497,NA,0.637831424106897,AMPHIBIA,high,Tropical_&_subtropical_coniferous_forests,specialization
(Intercept),2.3165871372556754,0.4284521333931325,5.406875019875458,1.0227122105632702e-5,0.0028180035516485753,1e-6,NA,0.5287110160394483,AMPHIBIA,low,Temperate_broadleaf_&_mixed_forests,specialization
log(low.age + 1),-0.21155111993980658,0.20364747670561062,-1.0388104157343492,0.30810683940879224,0.0028180035516485753,1e-6,NA,0.5287110160394483,AMPHIBIA,low,Temperate_broadleaf_&_mixed_forests,specialization
(Intercept),2.3550065420477893,0.45671124369749627,5.156445291300148,2.0007362516505367e-5,0.003927914621720239,1e-6,NA,0.531273873724999,AMPHIBIA,int,Temperate_broadleaf_&_mixed_forests,specialization
log(int.age + 1),-0.24141808376065033,0.22910104895238168,-1.0537624548843891,0.30133091361682474,0.003927914621720239,1e-6,NA,0.531273873724999,AMPHIBIA,int,Temperate_broadleaf_&_mixed_forests,specialization
(Intercept),2.3894075023744055,0.490369663060875,4.872665832261696,4.288496864646163e-5,0.003296349375560558,1e-6,NA,0.5266750853279218,AMPHIBIA,high,Temperate_broadleaf_&_mixed_forests,specialization
log(high.age + 1),-0.274634752570579,0.2627388479447354,-1.0452765349277386,0.3051635751724411,0.003296349375560558,1e-6,NA,0.5266750853279218,AMPHIBIA,high,Temperate_broadleaf_&_mixed_forests,specialization
(Intercept),2.615390047647537,0.13098733095675827,19.966740512568606,0,0.011233706989613797,1e-6,NA,0.22262590446901212,AMPHIBIA,low,Tropical_&_subtropical_grasslands_savannas_and_shrublands,specialization
log(low.age + 1),-0.1421597286393972,0.062387172580968334,-2.27866920006508,0.0232590832985613,0.011233706989613797,1e-6,NA,0.22262590446901212,AMPHIBIA,low,Tropical_&_subtropical_grasslands_savannas_and_shrublands,specialization
(Intercept),2.640497409518904,0.13743231861891037,19.213074741471893,0,0.012119220245948534,1e-6,NA,0.22489375212404483,AMPHIBIA,int,Tropical_&_subtropical_grasslands_savannas_and_shrublands,specialization
log(int.age + 1),-0.1604663554153607,0.06825665232602032,-2.3509262459710296,0.019253720808961816,0.012119220245948534,1e-6,NA,0.22489375212404483,AMPHIBIA,int,Tropical_&_subtropical_grasslands_savannas_and_shrublands,specialization
(Intercept),2.680400611835811,0.14627344405558743,18.324588096915214,0,0.013756383593741608,1e-6,NA,0.2279539449393752,AMPHIBIA,high,Tropical_&_subtropical_grasslands_savannas_and_shrublands,specialization
log(high.age + 1),-0.1910455116194285,0.07705635620434866,-2.479295946888375,0.013611310468318205,0.013756383593741608,1e-6,NA,0.2279539449393752,AMPHIBIA,high,Tropical_&_subtropical_grasslands_savannas_and_shrublands,specialization
(Intercept),1.8433094360193891,0.30372483505374054,6.069011234110103,8.506420723364272e-8,0.0412234202537897,1e-6,NA,0.22829731637105882,AMPHIBIA,low,Temperate_grasslands_savannas_and_ shrublands,specialization
log(low.age + 1),0.28944838567355013,0.15029966010045226,1.9258086510648016,0.05871701488954084,0.0412234202537897,1e-6,NA,0.22829731637105882,AMPHIBIA,low,Temperate_grasslands_savannas_and_ shrublands,specialization
(Intercept),1.7549418664575764,0.32271784490404853,5.43800689726148,9.67608930313446e-7,0.050564222604357736,1e-6,NA,0.2226572912560229,AMPHIBIA,int,Temperate_grasslands_savannas_and_ shrublands,specialization
log(int.age + 1),0.3505773644755905,0.1679886218102871,2.086911367553837,0.0410142653681409,0.050564222604357736,1e-6,NA,0.2226572912560229,AMPHIBIA,int,Temperate_grasslands_savannas_and_ shrublands,specialization
(Intercept),1.6599656940278145,0.34500361848009403,4.8114443011953245,9.96795258711991e-6,0.05898674185397388,1e-6,NA,0.21703712429800828,AMPHIBIA,high,Temperate_grasslands_savannas_and_ shrublands,specialization
log(high.age + 1),0.4246398499487807,0.19087858220361717,2.224659493204962,0.02975307468285915,0.05898674185397388,1e-6,NA,0.21703712429800828,AMPHIBIA,high,Temperate_grasslands_savannas_and_ shrublands,specialization
(Intercept),1.8883880806488804,0.1992432191192513,9.477803505667312,2.220446049250313e-16,-0.006943576342753971,1e-6,NA,0.6771738819713744,AMPHIBIA,low,Flooded_grasslands_and_savannas,specialization
log(low.age + 1),0.03104138978644322,0.09645972542547948,0.3218067400619383,0.7481199826704805,-0.006943576342753971,1e-6,NA,0.6771738819713744,AMPHIBIA,low,Flooded_grasslands_and_savannas,specialization
