term,Estimate,Std. Error,t value,Pr(>|t|),adj.r.squared,lambda,lam_low,lam_up,class,ext,biome,variable
(Intercept),1.2175629528299456,0.09898213035818862,12.300836003669815,0,0.08820760027964185,1e-6,NA,0.7424535021135018,AMPHIBIA,int,Temperate_grasslands_savannas_and_ shrublands,marginality
log(int.age + 1),0.13723976063887378,0.051524487800363616,2.6635832105817703,0.009838970762582333,0.08820760027964185,1e-6,NA,0.7424535021135018,AMPHIBIA,int,Temperate_grasslands_savannas_and_ shrublands,marginality
(Intercept),1.2033259860248933,0.10659961800685729,11.28827671734702,0,0.08288777711325042,1e-6,NA,0.7496896011154703,AMPHIBIA,high,Temperate_grasslands_savannas_and_ shrublands,marginality
log(high.age + 1),0.15259077077839045,0.058977885618234784,2.5872540051047954,0.012033128500412715,0.08288777711325042,1e-6,NA,0.7496896011154703,AMPHIBIA,high,Temperate_grasslands_savannas_and_ shrublands,marginality
(Intercept),1.1890647414223867,0.11279915454872667,10.54143310009241,0,-0.007268223763177275,1e-6,NA,0.44738800238520765,AMPHIBIA,low,Flooded_grasslands_and_savannas,marginality
log(low.age + 1),-0.013592052156451206,0.054609514562621794,-0.24889531183920222,0.803837596562035,-0.007268223763177275,1e-6,NA,0.44738800238520765,AMPHIBIA,low,Flooded_grasslands_and_savannas,marginality
(Intercept),1.1931079277291587,0.11813450690393162,10.099571742398757,0,-0.007171321612672049,1e-6,NA,0.44893466393124404,AMPHIBIA,int,Flooded_grasslands_and_savannas,marginality
log(int.age + 1),-0.01625441775541958,0.05960512443513843,-0.27270168310960313,0.7855185873827573,-0.007171321612672049,1e-6,NA,0.44893466393124404,AMPHIBIA,int,Flooded_grasslands_and_savannas,marginality
(Intercept),1.1992877263666015,0.125054749798496,9.590101361995808,0,-0.007010234133736537,1e-6,NA,0.4513431195364239,AMPHIBIA,high,Flooded_grasslands_and_savannas,marginality
log(high.age + 1),-0.02059053020020496,0.06679967504651245,-0.308242969533427,0.7583946388122023,-0.007010234133736537,1e-6,NA,0.4513431195364239,AMPHIBIA,high,Flooded_grasslands_and_savannas,marginality
