term,Estimate,Std..Error,t.value,p_value,adj.r.squared,lambda,lam_low,lam_up,class,ext,biome
log(high.age + 1),-0.01820806545986153,0.01067944128669527,-1.7049642365228994,0.08837647281770566,0.0010749735764303537,0.5911616821976157,0.5060555578635751,0.6667788812455094,Reptiles,high,neo_marginality
(Intercept),2.847512800977241,0.286328946440081,9.944900214876212,0,0.0037509605358323735,0.4603537232030319,0.35423755541444535,0.5599400885313459,Reptiles,low,neo_specialization
log(low.age + 1),-0.07900029671613162,0.028522142120639592,-2.7697883413519744,0.005667803134021376,0.0037509605358323735,0.4603537232030319,0.35423755541444535,0.5599400885313459,Reptiles,low,neo_specialization
(Intercept),2.8608095705402286,0.28588194280595386,10.006961413726088,0,0.004320135482015374,0.45914793973923573,0.35298006530680603,0.5588580744845986,Reptiles,int,neo_specialization
log(int.age + 1),-0.0926979468463689,0.03144834729941135,-2.947625385964369,0.0032441446537718743,0.004320135482015374,0.45914793973923573,0.35298006530680603,0.5588580744845986,Reptiles,int,neo_specialization
(Intercept),2.871973094609105,0.2856349647770629,10.054697249164402,0,0.004702036622665428,0.45806668708524995,0.3518737859569096,0.5578813568608787,Reptiles,high,neo_specialization
log(high.age + 1),-0.1084236017353289,0.03541785497753077,-3.061269571635924,0.0022371344540668137,0.004702036622665428,0.45806668708524995,0.3518737859569096,0.5578813568608787,Reptiles,high,neo_specialization
(Intercept),1.1161431841765674,0.10445615191267098,10.685279552607897,0,-2.9536877425465226e-6,0.6268158725213432,0.5423353041292907,0.6998940598138064,Reptiles,low,neo_marginality
log(low.age + 1),0.009039385753663913,0.009063134726980395,0.997379607163316,0.31871653778690634,-2.9536877425465226e-6,0.6268158725213432,0.5423353041292907,0.6998940598138064,Reptiles,low,neo_marginality
(Intercept),1.1112787696384443,0.10457767882776288,10.62634763072812,0,2.814718131452758e-4,0.6273281249527398,0.5430020255388928,0.7002702453355796,Reptiles,int,neo_marginality
log(int.age + 1),0.012229232374689293,0.009988761388416575,1.2242991797632559,0.22100222197361186,2.814718131452758e-4,0.6273281249527398,0.5430020255388928,0.7002702453355796,Reptiles,int,neo_marginality
(Intercept),1.10707455212659,0.10472891788147201,10.570858312310001,0,5.405365409597329e-4,0.6277653868626812,0.5435618962703768,0.7005954908223073,Reptiles,high,neo_marginality
log(high.age + 1),0.015763210223619706,0.011264181700217691,1.3994101518546231,0.16186514878852676,5.405365409597329e-4,0.6277653868626812,0.5435618962703768,0.7005954908223073,Reptiles,high,neo_marginality
(Intercept),2.7394328568837305,0.26000828612264365,10.535944441368933,0,2.542453468648711e-4,0.4416834438621163,0.3392288516037483,0.5393190294221484,Reptiles,low,neo_specialization
log(low.age + 1),-0.03578727395120233,0.02971318409075213,-1.2044240644791981,0.22858665110956755,2.542453468648711e-4,0.4416834438621163,0.3392288516037483,0.5393190294221484,Reptiles,low,neo_specialization
(Intercept),2.729942358197001,0.2606743611298115,10.472615512952325,0,3.2993006939232786e-5,0.44228312034073686,0.3399267175527928,0.5398075269920821,Reptiles,int,neo_specialization
log(int.age + 1),-0.03388006269902596,0.032931070161136194,-1.0288175432272992,0.3037059090208527,3.2993006939232786e-5,0.44228312034073686,0.3399267175527928,0.5398075269920821,Reptiles,int,neo_specialization
(Intercept),2.724638595290529,0.26138577158783277,10.423821383770218,0,-8.971301468629768e-5,0.4426671009187175,0.3403879242521772,0.5401128681090313,Reptiles,high,neo_specialization
log(high.age + 1),-0.03422552790462541,0.037319954647004695,-0.9170838557643411,0.35922356690331547,-8.971301468629768e-5,0.4426671009187175,0.3403879242521772,0.5401128681090313,Reptiles,high,neo_specialization
(Intercept),1.1559988222499515,0.10990592260284154,10.518075776746757,0,2.0742494863941507e-4,0.6271798616379944,0.5435582442336031,0.7001194256391188,Reptiles,low,neo_marginality
log(low.age + 1),-0.0102697286961663,0.008781609940004239,-1.1694585350896767,0.24237630626788875,2.0742494863941507e-4,0.6271798616379944,0.5435582442336031,0.7001194256391188,Reptiles,low,neo_marginality
(Intercept),1.1546084048918692,0.10993552386599098,10.502596106235067,0,1.252024158457003e-4,0.6274384865547497,0.5438679216930405,0.700329415731893,Reptiles,int,neo_marginality
log(int.age + 1),-0.01071893920160484,0.009696977348877216,-1.1053897328991857,0.2691408935393982,1.252024158457003e-4,0.6274384865547497,0.5438679216930405,0.700329415731893,Reptiles,int,neo_marginality
(Intercept),1.1537346455942774,0.11003873449129238,10.484804745601423,0,5.123200893798481e-5,0.6276903396285661,0.5441702202746254,0.7005331494672672,Reptiles,high,neo_marginality
log(high.age + 1),-0.011450296601496372,0.010963433995972048,-1.0444078566718418,0.29643926370923435,5.123200893798481e-5,0.6276903396285661,0.5441702202746254,0.7005331494672672,Reptiles,high,neo_marginality
(Intercept),2.836399544964993,0.29498050507383466,9.615549150460069,0,0.00255378897118815,0.4901019768424086,0.3817796814739733,0.5894321751571818,Reptiles,low,neo_specialization
log(low.age + 1),-0.06822636825313609,0.028994718762139687,-2.353061908026635,0.018728365668397418,0.00255378897118815,0.4901019768424086,0.3817796814739733,0.5894321751571818,Reptiles,low,neo_specialization
(Intercept),2.8371763037177433,0.29490615372616685,9.620607328364482,0,0.0025545223265296276,0.4897908979345241,0.381457010524538,0.589157770717115,Reptiles,int,neo_specialization
log(int.age + 1),-0.0755921441932664,0.03212122440089306,-2.3533394384295243,0.018714436570592907,0.0025545223265296276,0.4897908979345241,0.381457010524538,0.589157770717115,Reptiles,int,neo_specialization
(Intercept),2.8391557418156217,0.29519723318413227,9.617826397595907,0,0.00249098813854717,0.48969760963601816,0.38140877042644034,0.5890481427956799,Reptiles,high,neo_specialization
log(high.age + 1),-0.08482032467398845,0.0364164752627191,-2.329174475620439,0.019961791593421596,0.00249098813854717,0.48969760963601816,0.38140877042644034,0.5890481427956799,Reptiles,high,neo_specialization
(Intercept),1.1158068629718025,0.11787316325658154,9.466165428537446,0,-2.497523424215743e-5,0.6232141245689001,0.538973305420747,0.6968427602363906,Reptiles,low,neo_marginality
log(low.age + 1),0.008825876985680891,0.00902790239119387,0.9776221101249343,0.32839477803124906,-2.497523424215743e-5,0.6232141245689001,0.538973305420747,0.6968427602363906,Reptiles,low,neo_marginality
(Intercept),1.1135148836242552,0.11786912416310862,9.44704469071443,0,1.1128346538037308e-4,0.6233354901680043,0.5391634436352803,0.6969115199589435,Reptiles,int,neo_marginality
log(int.age + 1),0.01086268644938081,0.009927752527236764,1.0941737739311146,0.2740275648800825,1.1128346538037308e-4,0.6233354901680043,0.5391634436352803,0.6969115199589435,Reptiles,int,neo_marginality
(Intercept),1.1107883250214539,0.11790101686369535,9.421363399313421,0,2.7385543900664445e-4,0.6234298862953875,0.5393234801030705,0.6969556083166308,Reptiles,high,neo_marginality
log(high.age + 1),0.013651627461455634,0.011201134739189022,1.2187718279732103,0.2230931237976841,2.7385543900664445e-4,0.6234298862953875,0.5393234801030705,0.6969556083166308,Reptiles,high,neo_marginality
(Intercept),2.9011135268550934,0.3131442843918476,9.264462650146397,0,0.006517879585738739,0.48426237342868905,0.3777831334437682,0.5821400094185435,Reptiles,low,neo_specialization
log(low.age + 1),-0.10515694202618463,0.02959473209096623,-3.5532317610769555,3.904988578398161e-4,0.006517879585738739,0.48426237342868905,0.3777831334437682,0.5821400094185435,Reptiles,low,neo_specialization
(Intercept),2.898662357743033,0.31333658793774044,9.250953987917278,0,0.006299655560998019,0.48443951335263497,0.3780082678648603,0.5822825209485923,Reptiles,int,neo_specialization
log(int.age + 1),-0.11423948230313358,0.032661511233077645,-3.497679010867035,4.809126829328214e-4,0.006299655560998019,0.48443951335263497,0.3780082678648603,0.5822825209485923,Reptiles,int,neo_specialization
(Intercept),2.8986495929887073,0.31380832886152993,9.237006562269277,0,0.006087720645025574,0.48487956789811465,0.3785716212457733,0.5826173704764545,Reptiles,high,neo_specialization
log(high.age + 1),-0.12731100883153565,0.036977913178440965,-3.4428932811103334,5.889164446957196e-4,0.006087720645025574,0.48487956789811465,0.3785716212457733,0.5826173704764545,Reptiles,high,neo_specialization
(Intercept),1.168931498840736,0.1174064816725808,9.956277389357535,0,7.209052680252851e-4,0.660528657450609,0.5772823037050372,0.7307552349338778,Reptiles,low,neo_marginality
log(low.age + 1),-0.013503558285909245,0.008946156781662117,-1.509425624374135,0.1313684272114104,7.209052680252851e-4,0.660528657450609,0.5772823037050372,0.7307552349338778,Reptiles,low,neo_marginality
(Intercept),1.1684456399673149,0.11745128441013261,9.9483428030227,0,6.792688908059957e-4,0.6607390825750293,0.5775518997766613,0.7309140923844999,Reptiles,int,neo_marginality
log(int.age + 1),-0.014563040819357866,0.009808412565377164,-1.4847500268049614,0.13778801518648898,6.792688908059957e-4,0.6607390825750293,0.5775518997766613,0.7309140923844999,Reptiles,int,neo_marginality
(Intercept),1.1682566358759399,0.11756504698956205,9.937108569179264,0,6.25602045390855e-4,0.6610279598170347,0.5779288080035501,0.7311286690116444,Reptiles,high,neo_marginality
log(high.age + 1),-0.01599697486634198,0.011014701285637373,-1.4523294324105953,0.14658716445415454,6.25602045390855e-4,0.6610279598170347,0.5779288080035501,0.7311286690116444,Reptiles,high,neo_marginality
(Intercept),2.805001982105217,0.296694823033372,9.454165574671023,0,0.0023432720794097643,0.4897801529395899,0.38228216848196583,0.5879339183748522,Reptiles,low,neo_specialization
log(low.age + 1),-0.06657283198851315,0.029301289432531553,-2.2720103202899025,0.023205341219978415,0.0023432720794097643,0.4897801529395899,0.38228216848196583,0.5879339183748522,Reptiles,low,neo_specialization
(Intercept),2.79515481813472,0.2974938042080095,9.39567405639255,0,0.001895835429228275,0.49098219750569805,0.3836855735745498,0.5889039721226724,Reptiles,int,neo_specialization
log(int.age + 1),-0.06749079850754607,0.03230074797736659,-2.089450020006888,0.03680962273976074,0.001895835429228275,0.49098219750569805,0.3836855735745498,0.5889039721226724,Reptiles,int,neo_specialization
(Intercept),2.7841117651295493,0.2985363695914319,9.3258713132333,0,0.0014047831251893282,0.49229997861111535,0.3852474203994761,0.5899566146626934,Reptiles,high,neo_specialization
log(high.age + 1),-0.06810852237561514,0.036443157447383405,-1.8688974047857998,0.061802044159064096,0.0014047831251893282,0.49229997861111535,0.3852474203994761,0.5899566146626934,Reptiles,high,neo_specialization
(Intercept),1.1340238341177,0.12477185796516109,9.08877893310159,0,-5.645499383553127e-4,0.6380632804129373,0.5535444887635339,0.7107331624843908,Reptiles,low,neo_marginality
log(low.age + 1),-1.2306425389234724e-4,0.009123220986723218,-0.013489123421589741,0.9892390824034265,-5.645499383553127e-4,0.6380632804129373,0.5535444887635339,0.7107331624843908,Reptiles,low,neo_marginality
(Intercept),1.1332460054070503,0.12468505655827744,9.08886787790303,0,-5.643488128230812e-4,0.6381462211693003,0.5536726555479364,0.7107827984736133,Reptiles,int,neo_marginality
log(int.age + 1),2.323413490651037e-4,0.010017422575665522,0.023193725462826227,0.9814983564896835,-5.643488128230812e-4,0.6381462211693003,0.5536726555479364,0.7107827984736133,Reptiles,int,neo_marginality
(Intercept),1.1333873616310377,0.12467634842666633,9.09063648345209,0,-5.644992533603392e-4,0.6381294799410716,0.5536674075831088,0.7107615803455156,Reptiles,high,neo_marginality
log(high.age + 1),1.8599195918639344e-4,0.01128428829832755,0.01648238278473968,0.986851413244811,-5.644992533603392e-4,0.6381294799410716,0.5536674075831088,0.7107615803455156,Reptiles,high,neo_marginality
(Intercept),2.717810650668893,0.3383521393701588,8.032491402974685,1.7763568394002505e-15,-4.443513741913021e-4,0.5122186603499342,0.4043914740843755,0.609175820713353,Reptiles,low,neo_specialization
log(low.age + 1),-0.013812030231905373,0.029930187084993957,-0.46147490467342533,0.6445145949135158,-4.443513741913021e-4,0.5122186603499342,0.4043914740843755,0.609175820713353,Reptiles,low,neo_specialization
(Intercept),2.7218282106402745,0.33804619966016203,8.05164564304089,1.3322676295501878e-15,-4.0668434651405403e-4,0.5120658286381113,0.4041649309054877,0.6090831500262615,Reptiles,int,neo_specialization
log(int.age + 1),-0.017439207168148514,0.03297772179867744,-0.5288178266106881,0.5969980966894606,-4.0668434651405403e-4,0.5120658286381113,0.4041649309054877,0.6090831500262615,Reptiles,int,neo_specialization
(Intercept),2.7292466967944526,0.3380517318737843,8.073458703100062,1.3322676295501878e-15,-3.372369413643334e-4,0.5119090082703368,0.4039321132323103,0.6089942148827566,Reptiles,high,neo_specialization
log(high.age + 1),-0.02364224889453371,0.0372599619960692,-0.6345215514988417,0.5258224617522547,-3.372369413643334e-4,0.5119090082703368,0.4039321132323103,0.6089942148827566,Reptiles,high,neo_specialization
(Intercept),1.1453753924933336,0.10585218743071667,10.820516989722249,0,-4.842803185310118e-4,0.6188893128054707,0.5344974413669127,0.6929636002894315,Reptiles,low,neo_marginality
log(low.age + 1),-0.003377401472643534,0.008954163493179106,-0.3771878272287849,0.7060792176879231,-4.842803185310118e-4,0.6188893128054707,0.5344974413669127,0.6929636002894315,Reptiles,low,neo_marginality
(Intercept),1.1460648251030485,0.10582804491003711,10.829500120476586,0,-4.688045603987876e-4,0.6188117715449996,0.5343931316362039,0.6929074278282978,Reptiles,int,neo_marginality
log(int.age + 1),-0.004028536077797282,0.009780201921253706,-0.4119072499968253,0.6804572543431677,-4.688045603987876e-4,0.6188117715449996,0.5343931316362039,0.6929074278282978,Reptiles,int,neo_marginality
(Intercept),1.147623082978857,0.10583137671839185,10.84388315227707,0,-4.323353731452247e-4,0.618640987030925,0.534169295209721,0.692781268018534,Reptiles,high,neo_marginality
log(high.age + 1),-0.005277843716149432,0.010905176100007246,-0.4839760190709736,0.6284627270577747,-4.323353731452247e-4,0.618640987030925,0.534169295209721,0.692781268018534,Reptiles,high,neo_marginality
(Intercept),2.854963184518742,0.303230113888961,9.415170373098873,0,0.0037203623933831803,0.5253520767377363,0.41831211261796425,0.6203495853123621,Reptiles,low,neo_specialization
log(low.age + 1),-0.08151350900232596,0.029534849052736855,-2.7599094499104098,0.0058412943682082386,0.0037203623933831803,0.5253520767377363,0.41831211261796425,0.6203495853123621,Reptiles,low,neo_specialization
(Intercept),2.8592192219867525,0.3031081189914022,9.433001107000553,0,0.003893829434780371,0.5250502824097195,0.4179436197661114,0.6201204224677089,Reptiles,int,neo_specialization
log(int.age + 1),-0.09101974614728278,0.03232850617159705,-2.81546402621134,0.004924607954902793,0.003893829434780371,0.5250502824097195,0.4179436197661114,0.6201204224677089,Reptiles,int,neo_specialization
(Intercept),2.8695492162186387,0.3030703489295026,9.468261168914703,0,0.004269933270565532,0.5246744951643836,0.41751223238662,0.6198147496941477,Reptiles,high,neo_specialization
log(high.age + 1),-0.10588908982428466,0.036110466571554346,-2.932365595843553,0.00340708901484299,0.004269933270565532,0.5246744951643836,0.41751223238662,0.6198147496941477,Reptiles,high,neo_specialization
(Intercept),1.1626860370289203,0.11294999612708607,10.29381210177927,0,3.1960204723384026e-4,0.6095791348094781,0.525025041127904,0.6836303549301483,Reptiles,low,neo_marginality
log(low.age + 1),-0.011128061049375838,0.00889103045107692,-1.2516053241081813,0.21087900211108357,3.1960204723384026e-4,0.6095791348094781,0.525025041127904,0.6836303549301483,Reptiles,low,neo_marginality
