term,Estimate,Std..Error,t.value,p_value,adj.r.squared,lambda,lam_low,lam_up,class,ext,biome
log(high.age + 1),-0.0653209695171036,0.036012366087695175,-1.813848314160693,0.06987025355464094,0.0012906828352684736,0.47059782466025085,0.36128678258010133,0.5721764424901119,Reptiles,high,neo_specialization
(Intercept),1.1547843745240574,0.11247137405659366,10.267362555231074,0,-3.5851377345807734e-4,0.6057205657430395,0.5177001465020779,0.6826660284714229,Reptiles,low,neo_marginality
log(low.age + 1),-0.005328933267053174,0.008821222808731946,-0.604103692038951,0.5458520797546553,-3.5851377345807734e-4,0.6057205657430395,0.5177001465020779,0.6826660284714229,Reptiles,low,neo_marginality
(Intercept),1.1532547606250785,0.11244494085003819,10.256172949240222,0,-4.007756250947665e-4,0.6058973162684357,0.5179264144588263,0.6827990085004625,Reptiles,int,neo_marginality
log(int.age + 1),-0.0052155262588870765,0.009683151187767263,-0.5386186952730695,0.5902176763997087,-4.007756250947665e-4,0.6058973162684357,0.5179264144588263,0.6827990085004625,Reptiles,int,neo_marginality
(Intercept),1.1513792131242437,0.11250521351636932,10.23400762629298,0,-4.5350523341211466e-4,0.6061022347535779,0.5181902277816731,0.6829528408762452,Reptiles,high,neo_marginality
log(high.age + 1),-0.004829731122051699,0.010888354917223165,-0.4435684875051277,0.6574087765689833,-4.5350523341211466e-4,0.6061022347535779,0.5181902277816731,0.6829528408762452,Reptiles,high,neo_marginality
(Intercept),2.761431211403723,0.29176867558201164,9.464454009311659,0,3.476415649887705e-4,0.4512715043115303,0.3458134171663246,0.5508881386367944,Reptiles,low,neo_specialization
log(low.age + 1),-0.03668731708125601,0.02885783118944699,-1.2713123463925518,0.20378449326681825,3.476415649887705e-4,0.4512715043115303,0.3458134171663246,0.5508881386367944,Reptiles,low,neo_specialization
(Intercept),2.75548039691438,0.2920617290435,9.434582223212052,0,2.2367607772197086e-4,0.4519349066671524,0.3465950409559751,0.5514147792522003,Reptiles,int,neo_specialization
log(int.age + 1),-0.037571183520451544,0.03179386444496267,-1.1817117603143148,0.23747874052046392,2.2367607772197086e-4,0.4519349066671524,0.3465950409559751,0.5514147792522003,Reptiles,int,neo_specialization
(Intercept),2.7557402667373627,0.2924801045980347,9.421975113571126,0,2.0463112914390438e-4,0.45234648081387313,0.347101721713487,0.5517303289495988,Reptiles,high,neo_specialization
log(high.age + 1),-0.041860665357486594,0.03585990165485394,-1.167339100937562,0.2432305971516795,2.0463112914390438e-4,0.45234648081387313,0.347101721713487,0.5517303289495988,Reptiles,high,neo_specialization
(Intercept),1.1525469186307935,0.13017811466086948,8.853615076799388,0,-2.1686912410889958e-4,0.6504052186159719,0.5667506273132696,0.7218149234731049,Reptiles,low,neo_marginality
log(low.age + 1),-0.007004684902912763,0.008926307678324938,-0.7847236679866747,0.432720555951821,-2.1686912410889958e-4,0.6504052186159719,0.5667506273132696,0.7218149234731049,Reptiles,low,neo_marginality
(Intercept),1.151292009729382,0.13022840402860547,8.840559924826335,0,-2.7496873201500856e-4,0.6505786426473473,0.5669598451366754,0.7219519266422784,Reptiles,int,neo_marginality
log(int.age + 1),-0.007010998240398733,0.009789669241616606,-0.7161629333291939,0.47398516707741445,-2.7496873201500856e-4,0.6505786426473473,0.5669598451366754,0.7219519266422784,Reptiles,int,neo_marginality
(Intercept),1.1500399021111511,0.13032110661453042,8.824663417820648,0,-3.3319648891389235e-4,0.6507851426881222,0.5672186501509109,0.7221100176147737,Reptiles,high,neo_marginality
log(high.age + 1),-0.007035345931031327,0.010990414218091655,-0.6401347384569209,0.5221678115348776,-3.3319648891389235e-4,0.6507851426881222,0.5672186501509109,0.7221100176147737,Reptiles,high,neo_marginality
(Intercept),2.7939430332956676,0.35373160359053035,7.898482931510571,4.884981308350689e-15,0.0013321722570780901,0.526524273052852,0.41869061161321186,0.6217955832896109,Reptiles,low,neo_specialization
log(low.age + 1),-0.053884472764213764,0.029379963699815846,-1.834055117112058,0.06681351527764301,0.0013321722570780901,0.526524273052852,0.41869061161321186,0.6217955832896109,Reptiles,low,neo_specialization
(Intercept),2.788009314970168,0.3544009920853543,7.866821417640673,6.217248937900877e-15,0.0010968121501901637,0.5274255149635794,0.41979854306814807,0.6224964179682096,Reptiles,int,neo_specialization
log(int.age + 1),-0.055497698711339756,0.032335665969528554,-1.7162998517994927,0.08628204933606076,0.0010968121501901637,0.5274255149635794,0.41979854306814807,0.6224964179682096,Reptiles,int,neo_specialization
(Intercept),2.785130930341224,0.35511089423314024,7.84298926214499,7.549516567451064e-15,9.406620124183051e-4,0.5282197589075877,0.4207991497793475,0.6231025085770138,Reptiles,high,neo_specialization
log(high.age + 1),-0.05946841603125423,0.036404835537409176,-1.6335306877061755,0.10253517884372565,9.406620124183051e-4,0.5282197589075877,0.4207991497793475,0.6231025085770138,Reptiles,high,neo_specialization
(Intercept),1.1613109670773367,0.11972532783345598,9.699793586640075,0,5.617947912624425e-4,0.6168917118107881,0.5315399793045709,0.6917289597771976,Reptiles,low,neo_marginality
log(low.age + 1),-0.012736246230781113,0.009014770112292863,-1.4128198580919453,0.1578844100160628,5.617947912624425e-4,0.6168917118107881,0.5315399793045709,0.6917289597771976,Reptiles,low,neo_marginality
(Intercept),1.1584623354955812,0.11989146209552039,9.66259244192557,0,3.331851760543873e-4,0.6175672395817572,0.5323507942644468,0.6922716584957976,Reptiles,int,neo_marginality
log(int.age + 1),-0.012485376387851148,0.009899677018404149,-1.2611902756665712,0.20740640630949425,3.331851760543873e-4,0.6175672395817572,0.5323507942644468,0.6922716584957976,Reptiles,int,neo_marginality
(Intercept),1.1561390642109508,0.12007512030818474,9.628464758091475,0,1.5112266073717394e-4,0.6181682846853254,0.5330808188015678,0.6927508562809603,Reptiles,high,neo_marginality
log(high.age + 1),-0.01253349069037282,0.011131189077878806,-1.1259794980287263,0.26032675419461393,1.5112266073717394e-4,0.6181682846853254,0.5330808188015678,0.6927508562809603,Reptiles,high,neo_marginality
(Intercept),2.853685704701944,0.32918845792335816,8.668851036588714,0,0.004431786410338778,0.4995788669723458,0.3917236206203119,0.5975071164409582,Reptiles,low,neo_specialization
log(low.age + 1),-0.08824909000874276,0.029600985143458294,-2.9812889530889644,0.0029095260059657235,0.004431786410338778,0.4995788669723458,0.3917236206203119,0.5975071164409582,Reptiles,low,neo_specialization
(Intercept),2.8463295749752437,0.32990936650062114,8.6276106834023,0,0.003923925339129843,0.5004753111502529,0.3926987067048974,0.5982835350474743,Reptiles,int,neo_specialization
log(int.age + 1),-0.09211772776451801,0.03260812285231421,-2.824993274888266,0.004781151299620756,0.003923925339129843,0.5004753111502529,0.3926987067048974,0.5982835350474743,Reptiles,int,neo_specialization
(Intercept),2.8401527923886554,0.3308047672152058,8.585586043084401,0,0.0034369916583721918,0.501483039724647,0.3938580906809952,0.5991174976978543,Reptiles,high,neo_specialization
log(high.age + 1),-0.09806075300616562,0.03677215466508244,-2.6667121875042232,0.007729447803382694,0.0034369916583721918,0.501483039724647,0.3938580906809952,0.5991174976978543,Reptiles,high,neo_specialization
(Intercept),1.1530954875105766,0.10911329738079636,10.567873166607447,0,-3.8778939168637266e-4,0.5653942244640189,0.47692526228673815,0.6450165454106279,Reptiles,low,neo_marginality
log(low.age + 1),-0.005068656199454605,0.00905834433448068,-0.5595565825600948,0.575852684414452,-3.8778939168637266e-4,0.5653942244640189,0.47692526228673815,0.6450165454106279,Reptiles,low,neo_marginality
(Intercept),1.1513775335070353,0.10910752377258076,10.552686869760873,0,-4.337920083553227e-4,0.5655921555555172,0.47713284830921565,0.6451954315408746,Reptiles,int,neo_marginality
log(int.age + 1),-0.004790915091927266,0.009954024379334209,-0.4813043357492474,0.6303596766435569,-4.337920083553227e-4,0.5655921555555172,0.47713284830921565,0.6451954315408746,Reptiles,int,neo_marginality
(Intercept),1.149721074425662,0.10918869462564638,10.529671394712453,0,-4.760665643736475e-4,0.5658347380941804,0.4773979930039943,0.6454070596901422,Reptiles,high,neo_marginality
log(high.age + 1),-0.004434854347030063,0.01119928919186637,-0.3959942699087487,0.6921569563364547,-4.760665643736475e-4,0.5658347380941804,0.4773979930039943,0.6454070596901422,Reptiles,high,neo_marginality
(Intercept),2.828135006796929,0.31342572477249414,9.023302119983237,0,0.0019704018216200677,0.4777776139940298,0.3703038831136662,0.5771448355789093,Reptiles,low,neo_specialization
log(low.age + 1),-0.06291275952983502,0.029662483495493008,-2.1209538823475165,0.03406429663794741,0.0019704018216200677,0.4777776139940298,0.3703038831136662,0.5771448355789093,Reptiles,low,neo_specialization
(Intercept),2.8242596499137305,0.3132691897619603,9.015440209934987,0,0.0018478990791058623,0.47751861092889925,0.369998553404,0.5769478575847536,Reptiles,int,neo_specialization
log(int.age + 1),-0.06758232751990252,0.03266509320212264,-2.0689464163387385,0.03869590614320906,0.0018478990791058623,0.47751861092889925,0.369998553404,0.5769478575847536,Reptiles,int,neo_specialization
(Intercept),2.8209137214931355,0.31357417069953586,8.996001536734068,0,0.0016599148859087478,0.47764102485430926,0.37015303418125356,0.5770505555714344,Reptiles,high,neo_specialization
log(high.age + 1),-0.0731434620714166,0.036819906436422994,-1.9865194985683508,0.04712956346985009,0.0016599148859087478,0.47764102485430926,0.37015303418125356,0.5770505555714344,Reptiles,high,neo_specialization
(Intercept),1.1356829439220386,0.1151092369708532,9.866132152449286,0,-5.050912094055722e-4,0.6264957517463398,0.5404332465325143,0.7014498917481014,Reptiles,low,neo_marginality
log(low.age + 1),-0.002819685524721862,0.008683966234167919,-0.32470019443736803,0.7454463359699508,-5.050912094055722e-4,0.6264957517463398,0.5404332465325143,0.7014498917481014,Reptiles,low,neo_marginality
(Intercept),1.1334164784056442,0.11501336544010587,9.854650144951021,0,-5.365371432074378e-4,0.6266770288654404,0.5406750144470456,0.7015809581771091,Reptiles,int,neo_marginality
log(int.age + 1),-0.0021110414665766585,0.009463032195827129,-0.22308298470204457,0.8234966475057077,-5.365371432074378e-4,0.6266770288654404,0.5406750144470456,0.7015809581771091,Reptiles,int,neo_marginality
(Intercept),1.1315722060770952,0.11501048459504805,9.83886130087497,0,-5.548780268138417e-4,0.6268143752225895,0.5408572991479365,0.7016806781716872,Reptiles,high,neo_marginality
log(high.age + 1),-0.0013903661592086676,0.01057032609027327,-0.1315348407735568,0.8953671674989647,-5.548780268138417e-4,0.6268143752225895,0.5408572991479365,0.7016806781716872,Reptiles,high,neo_marginality
(Intercept),2.8060489339399246,0.32032541380127544,8.759994721120538,0,0.0018647012043407963,0.5157707977017475,0.4060604540685436,0.6136777312596592,Reptiles,low,neo_specialization
log(low.age + 1),-0.05933772122812526,0.028580570515797193,-2.0761559394109304,0.03802348312227277,0.0018647012043407963,0.5157707977017475,0.4060604540685436,0.6136777312596592,Reptiles,low,neo_specialization
(Intercept),2.798202047636653,0.3202494439385435,8.737570355231073,0,0.0017084995176369646,0.5162479260990789,0.4066587583498307,0.6140401512995973,Reptiles,int,neo_specialization
log(int.age + 1),-0.06272748489132796,0.031236546882137,-2.0081440220653657,0.044779588424722405,0.0017084995176369646,0.5162479260990789,0.4066587583498307,0.6140401512995973,Reptiles,int,neo_specialization
(Intercept),2.7924875500564377,0.32059980587538345,8.710197258016658,0,0.0015156347134094908,0.5169085858192591,0.4074877370319766,0.6145437842542419,Reptiles,high,neo_specialization
log(high.age + 1),-0.06718185326910914,0.03497451165208578,-1.9208803810446515,0.0549071741625351,0.0015156347134094908,0.5169085858192591,0.4074877370319766,0.6145437842542419,Reptiles,high,neo_specialization
(Intercept),1.158804141936983,0.1314571355586585,8.815072205950388,0,5.020556011615823e-4,0.6292735108952103,0.543093285279059,0.7036328517636995,Reptiles,low,neo_marginality
log(low.age + 1),-0.012038375756904442,0.00875642277209557,-1.3748052224325669,0.1693657489650915,5.020556011615823e-4,0.6292735108952103,0.543093285279059,0.7036328517636995,Reptiles,low,neo_marginality
(Intercept),1.1578760043154244,0.13142385565658815,8.810242238981072,0,4.651272343705743e-4,0.6293381985418831,0.5431702249880777,0.7036853736946633,Reptiles,int,neo_marginality
log(int.age + 1),-0.012978676078919437,0.009608329048084008,-1.35077348142105,0.1769405623441611,4.651272343705743e-4,0.6293381985418831,0.5431702249880777,0.7036853736946633,Reptiles,int,neo_marginality
(Intercept),1.157296328564669,0.13145443116373526,8.803783321105236,0,4.208223310082253e-4,0.6294574361520838,0.5433201377798875,0.7037784820021199,Reptiles,high,neo_marginality
log(high.age + 1),-0.014265371243331023,0.010795917994565024,-1.3213671362187653,0.1865496582033872,4.208223310082253e-4,0.6294574361520838,0.5433201377798875,0.7037784820021199,Reptiles,high,neo_marginality
(Intercept),2.8294691010887414,0.3404696621987204,8.310488173355305,2.220446049250313e-16,0.00258962510057583,0.4729369169089545,0.3642470627236613,0.5734061410304385,Reptiles,low,neo_specialization
log(low.age + 1),-0.06808839346939492,0.02877072294710179,-2.3665861158436337,0.018060055267383746,0.00258962510057583,0.4729369169089545,0.3642470627236613,0.5734061410304385,Reptiles,low,neo_specialization
(Intercept),2.827124381151526,0.340379598867704,8.305798557129005,2.220446049250313e-16,0.002504079408900972,0.47278242816179017,0.36407148247025967,0.5732875503198112,Reptiles,int,neo_specialization
log(int.age + 1),-0.07400679300362037,0.031705775271121596,-2.3341738964203027,0.01969792898404421,0.002504079408900972,0.47278242816179017,0.36407148247025967,0.5732875503198112,Reptiles,int,neo_specialization
(Intercept),2.8273488571903473,0.34054881407105786,8.30233065090164,2.220446049250313e-16,0.002440595401562041,0.472802232144557,0.3641171792552301,0.5733003619443694,Reptiles,high,neo_specialization
log(high.age + 1),-0.08260442240634369,0.03576211812745988,-2.309830254235306,0.021012058941273448,0.002440595401562041,0.472802232144557,0.3641171792552301,0.5733003619443694,Reptiles,high,neo_specialization
(Intercept),1.1444086204147221,0.101346933288211,11.291990623537135,0,-5.01047995580783e-4,0.5817290332660523,0.4940900245593565,0.659755605873249,Reptiles,low,neo_marginality
log(low.age + 1),-0.0029167287961712023,0.00869262194001908,-0.3355407397557658,0.7372569610793707,-5.01047995580783e-4,0.5817290332660523,0.4940900245593565,0.659755605873249,Reptiles,low,neo_marginality
(Intercept),1.1419207094373371,0.10143979116452652,11.257127960616964,0,-5.416868851697738e-4,0.5821846582588918,0.4946424594523839,0.6601147895594617,Reptiles,int,neo_marginality
log(int.age + 1),-0.0019286550672853522,0.00956580628792085,-0.2016197076581769,0.8402371919175948,-5.416868851697738e-4,0.5821846582588918,0.4946424594523839,0.6601147895594617,Reptiles,int,neo_marginality
(Intercept),1.138555049410769,0.10160023619738945,11.206224434348544,0,-5.643713805276143e-4,0.5827657989873748,0.4953519885599331,0.6605696304278622,Reptiles,high,neo_marginality
log(high.age + 1),-2.4039483641793286e-4,0.010772306625463916,-0.02231600387698583,0.9821983967561665,-5.643713805276143e-4,0.5827657989873748,0.4953519885599331,0.6605696304278622,Reptiles,high,neo_marginality
(Intercept),2.7902423190751864,0.27797349762579043,10.037799800725704,0,0.0022811471550376935,0.46214863592655503,0.35640987324433243,0.5606613795772064,Reptiles,low,neo_specialization
log(low.age + 1),-0.0641246383844238,0.028531037092379193,-2.2475396942914445,0.024728194753685262,0.0022811471550376935,0.46214863592655503,0.35640987324433243,0.5606613795772064,Reptiles,low,neo_specialization
(Intercept),2.780404089408041,0.27878962529343354,9.973126103532694,0,0.00181841603039865,0.46346695326267484,0.3578803524823807,0.5617628465591401,Reptiles,int,neo_specialization
log(int.age + 1),-0.06475672950020973,0.03149286091991426,-2.056235210414349,0.039906104189471714,0.00181841603039865,0.46346695326267484,0.3578803524823807,0.5617628465591401,Reptiles,int,neo_specialization
(Intercept),2.7689083463230255,0.2799324078358336,9.891346156486648,0,0.0013057609659402373,0.46513572665359504,0.3597818081807742,0.5631334763167011,Reptiles,high,neo_specialization
log(high.age + 1),-0.06476253305127296,0.03556001870303076,-1.8212176318611804,0.06874242795539409,0.0013057609659402373,0.46513572665359504,0.3597818081807742,0.5631334763167011,Reptiles,high,neo_specialization
(Intercept),1.143648584121979,0.12216340431473136,9.361629945868081,0,-4.970119123594921e-4,0.600302352778958,0.5117837929468605,0.6778060600628891,Reptiles,low,neo_marginality
log(low.age + 1),-0.003139917216760343,0.009074283922629546,-0.34602369107384706,0.7293660109633497,-4.970119123594921e-4,0.600302352778958,0.5117837929468605,0.6778060600628891,Reptiles,low,neo_marginality
(Intercept),1.1404213778074301,0.12222545022217159,9.330473937583898,0,-5.435454574151233e-4,0.6007092829675919,0.5123138493340148,0.6781058866899794,Reptiles,int,neo_marginality
log(int.age + 1),-0.00192427379831309,0.009955416534597597,-0.19328912975421475,0.8467547033279366,-5.435454574151233e-4,0.6007092829675919,0.5123138493340148,0.6781058866899794,Reptiles,int,neo_marginality
(Intercept),1.1372874182045294,0.12231693112475914,9.29787403711539,0,-5.636173695082812e-4,0.6010858579722266,0.5128130445958823,0.6783780665167493,Reptiles,high,neo_marginality
log(high.age + 1),-4.784778925402307e-4,0.011177054236018913,-0.04280894432795173,0.9658586597092507,-5.636173695082812e-4,0.6010858579722266,0.5128130445958823,0.6783780665167493,Reptiles,high,neo_marginality
(Intercept),2.782369426623775,0.3141540981994018,8.856702626421676,0,6.871817162380436e-4,0.43974393153611935,0.33566665889187897,0.5396555494819634,Reptiles,low,neo_specialization
log(low.age + 1),-0.04429720397793005,0.029740229307253615,-1.4894708282268019,0.13654148440697678,6.871817162380436e-4,0.43974393153611935,0.33566665889187897,0.5396555494819634,Reptiles,low,neo_specialization
(Intercept),2.7888719520023417,0.31401131289863954,8.881437825466397,0,8.396915968503586e-4,0.4393232873213729,0.33520189867526196,0.5392990716105875,Reptiles,int,neo_specialization
log(int.age + 1),-0.05167101765366559,0.032750543961320204,-1.5777147919952497,0.11480973672522188,8.396915968503586e-4,0.4393232873213729,0.33520189867526196,0.5392990716105875,Reptiles,int,neo_specialization
(Intercept),2.7983805751614885,0.3139872919006218,8.912400747885004,0,0.0010558762626322533,0.43890852369644773,0.33477535672849623,0.538927361206512,Reptiles,high,neo_specialization
log(high.age + 1),-0.06253334991431665,0.03689305406722665,-1.6949897886027048,0.09025315126783884,0.0010558762626322533,0.43890852369644773,0.33477535672849623,0.538927361206512,Reptiles,high,neo_specialization
(Intercept),1.1617853310881525,0.1069936153359205,10.85845475396429,0,1.642829375689239e-4,0.604810888247428,0.5178667370673344,0.6809177138523532,Reptiles,low,neo_marginality
log(low.age + 1),-0.010094520173567649,0.008883745736466726,-1.136290982769896,0.25598853716899717,1.642829375689239e-4,0.604810888247428,0.5178667370673344,0.6809177138523532,Reptiles,low,neo_marginality
(Intercept),1.1603746024414452,0.10703997347886236,10.840572589179398,0,6.936110721020254e-5,0.6050556272706697,0.5181643495003709,0.6811146297934332,Reptiles,int,neo_marginality
log(int.age + 1),-0.010326543416731655,0.009744986942015735,-1.0596775016915134,0.28943584106985387,6.936110721020254e-5,0.6050556272706697,0.5181643495003709,0.6811146297934332,Reptiles,int,neo_marginality
(Intercept),1.158342595960718,0.10718491169676965,10.80695573307664,0,-7.514330196625344e-5,0.6054996550108339,0.5186960169703024,0.681475968930595,Reptiles,high,neo_marginality
log(high.age + 1),-0.01020162607453411,0.010957107002828592,-0.9310510586325885,0.3519540504538756,-7.514330196625344e-5,0.6054996550108339,0.5186960169703024,0.681475968930595,Reptiles,high,neo_marginality
(Intercept),2.7708998620140695,0.2893479145629356,9.576360231244642,0,0.00121819649191194,0.475910972520189,0.3714720034240533,0.5731091137535671,Reptiles,low,neo_specialization
log(low.age + 1),-0.051792791621955644,0.029129836111111633,-1.7779980438063359,0.07557571857752521,0.00121819649191194,0.475910972520189,0.3714720034240533,0.5731091137535671,Reptiles,low,neo_specialization
(Intercept),2.767663153754517,0.289589898293983,9.55718127620898,0,0.001083116783451236,0.4761862306966505,0.3718056865285338,0.5733240642878129,Reptiles,int,neo_specialization
log(int.age + 1),-0.05476571346700916,0.0320417268010641,-1.7091998133256165,0.08758913721032324,0.001083116783451236,0.4761862306966505,0.3718056865285338,0.5733240642878129,Reptiles,int,neo_specialization
(Intercept),2.7662798584379975,0.2900388674925741,9.537617776378964,0,9.610602617029359e-4,0.476454995968174,0.372144671306199,0.5735261299430328,Reptiles,high,neo_specialization
log(high.age + 1),-0.05937679268236304,0.036104575154026625,-1.6445780743591145,0.10023432518396058,9.610602617029359e-4,0.476454995968174,0.372144671306199,0.5735261299430328,Reptiles,high,neo_specialization
(Intercept),1.1508896884608912,0.10405601768503224,11.060289583102497,0,-4.049280278114138e-4,0.5883265257638252,0.5010268554404825,0.6660310024191151,Reptiles,low,neo_marginality
log(low.age + 1),-0.004784158923568987,0.008997009382064138,-0.5317499093761512,0.5949659117778603,-4.049280278114138e-4,0.5883265257638252,0.5010268554404825,0.6660310024191151,Reptiles,low,neo_marginality
(Intercept),1.1493624291360687,0.10413468819190067,11.037267687574094,0,-4.498385293208846e-4,0.5885257539026912,0.5012732367674427,0.6661850731806735,Reptiles,int,neo_marginality
log(int.age + 1),-0.004469360698606564,0.009913704389449003,-0.4508265047082938,0.6521697862417832,-4.498385293208846e-4,0.5885257539026912,0.5012732367674427,0.6661850731806735,Reptiles,int,neo_marginality
(Intercept),1.1484481369758144,0.1042526601665373,11.016007986187002,0,-4.7590993584462044e-4,0.588648252295103,0.5014275601752839,0.6662786236395246,Reptiles,high,neo_marginality
log(high.age + 1),-0.00443873853903512,0.011199200784240455,-0.3963442235343547,0.6918988550065921,-4.7590993584462044e-4,0.588648252295103,0.5014275601752839,0.6662786236395246,Reptiles,high,neo_marginality
(Intercept),2.881365130519573,0.28680456580030533,10.046440936110459,0,0.004649181235628909,0.47200262412388316,0.3638678787477321,0.5720329926256466,Reptiles,low,neo_specialization
log(low.age + 1),-0.08989177447874531,0.029513462466794073,-3.045788835514761,0.002354945880989723,0.004649181235628909,0.47200262412388316,0.3638678787477321,0.5720329926256466,Reptiles,low,neo_specialization
(Intercept),2.8827863997799654,0.28683947189375636,10.05017329291323,0,0.004538158736248579,0.47145585475211577,0.36321837389385875,0.5716119774570264,Reptiles,int,neo_specialization
log(int.age + 1),-0.09824168397666515,0.03260574024098061,-3.013018052974299,0.002623309853394984,0.004538158736248579,0.47145585475211577,0.36321837389385875,0.5716119774570264,Reptiles,int,neo_specialization
(Intercept),2.887049265342064,0.2871892251430184,10.052777098111294,0,0.004454899978022441,0.47119200561474284,0.36291693314465157,0.5714073663194819,Reptiles,high,neo_specialization
log(high.age + 1),-0.11033968852358703,0.03692499394838288,-2.9882114179308976,0.002844752239457904,0.004454899978022441,0.47119200561474284,0.36291693314465157,0.5714073663194819,Reptiles,high,neo_specialization
(Intercept),1.173152800919319,0.11269812069486737,10.409692669992749,0,0.0015672436016349964,0.5688213112954651,0.48172622873761983,0.6469348816425962,Reptiles,low,neo_marginality
log(low.age + 1),-0.01774941074877515,0.009127482891089408,-1.9446117796728812,0.05197984533134692,0.0015672436016349964,0.5688213112954651,0.48172622873761983,0.6469348816425962,Reptiles,low,neo_marginality
(Intercept),1.1703655710673886,0.11272793604262538,10.382214135676563,0,0.0013348734496887891,0.5691731761337645,0.4821276162893345,0.6472330343714852,Reptiles,int,neo_marginality
log(int.age + 1),-0.01840627249116051,0.01002868213033571,-1.8353630369321876,0.06661952069584443,0.0013348734496887891,0.5691731761337645,0.4821276162893345,0.6472330343714852,Reptiles,int,neo_marginality
(Intercept),1.1670587409767972,0.11287376874838466,10.339503623542285,0,0.001003750503103413,0.5697285644823619,0.4827609166674484,0.6477043098515297,Reptiles,high,neo_marginality
log(high.age + 1),-0.018843125215490766,0.011300475465989956,-1.6674630436746896,0.09559916539886815,0.001003750503103413,0.5697285644823619,0.4827609166674484,0.6477043098515297,Reptiles,high,neo_marginality
(Intercept),2.8180395467413355,0.3131128599787393,9.000076033072176,0,0.0018144772753445311,0.4568843608882228,0.35006853388373477,0.5575435105510351,Reptiles,low,neo_specialization
log(low.age + 1),-0.06158253374768688,0.0299740079639558,-2.0545311731998206,0.04007075838110241,0.0018144772753445311,0.4568843608882228,0.35006853388373477,0.5575435105510351,Reptiles,low,neo_specialization
(Intercept),2.81665723598974,0.31296094470608676,9.000027906469183,0,0.0017772504270808956,0.45662773240107846,0.34980410835170844,0.5573149648918898,Reptiles,int,neo_specialization
log(int.age + 1),-0.0672877366158823,0.033010788967323276,-2.0383559048676205,0.041662630821708735,0.0017772504270808956,0.45662773240107846,0.34980410835170844,0.5573149648918898,Reptiles,int,neo_specialization
(Intercept),2.8172555234013372,0.3130892497046645,8.998250582090698,0,0.0017304894598247121,0.4564374545865008,0.3496310645998019,0.5571318007193526,Reptiles,high,neo_specialization
log(high.age + 1),-0.07521862983107687,0.037276509752199066,-2.0178560259826757,0.04375680353412559,0.0017304894598247121,0.4564374545865008,0.3496310645998019,0.5571318007193526,Reptiles,high,neo_specialization
(Intercept),1.1336707692568493,0.11832135769557228,9.58128601071041,0,-5.271392477867975e-4,0.6182220951570199,0.5325995146007985,0.6930542327833203,Reptiles,low,neo_marginality
log(low.age + 1),0.0023067445143768617,0.008951811181581327,0.25768467046345567,0.796680215650601,-5.271392477867975e-4,0.6182220951570199,0.5325995146007985,0.6930542327833203,Reptiles,low,neo_marginality
(Intercept),1.1345230266050708,0.11833794923979654,9.587144562612849,0,-5.394804338601888e-4,0.6181551698551706,0.5325174024911491,0.6930033038998638,Reptiles,int,neo_marginality
log(int.age + 1),0.0020712870437366963,0.009812657329954814,0.21108319327668137,0.8328466396975598,-5.394804338601888e-4,0.6181551698551706,0.5325174024911491,0.6930033038998638,Reptiles,int,neo_marginality
(Intercept),1.1365739598979079,0.11839018886939374,9.60023774564427,0,-5.587438064752643e-4,0.6180445250406063,0.5323642320824987,0.6929305335786269,Reptiles,high,neo_marginality
log(high.age + 1),0.001124798932852715,0.010998473467080636,0.10226864084541673,0.9185550234057536,-5.587438064752643e-4,0.6180445250406063,0.5323642320824987,0.6929305335786269,Reptiles,high,neo_marginality
(Intercept),2.716270567523474,0.3243165433946001,8.375368518338433,0,-4.824452564832779e-4,0.4975856771123784,0.3917907496415009,0.5937277572030467,Reptiles,low,neo_specialization
log(low.age + 1),-0.011214499109448689,0.02939812710987789,-0.3814698489986653,0.7029004003521737,-4.824452564832779e-4,0.4975856771123784,0.3917907496415009,0.5937277572030467,Reptiles,low,neo_specialization
(Intercept),2.7170635286136426,0.3244736359306927,8.373757457428699,0,-4.7962743700054956e-4,0.4975104665918778,0.3916783803835502,0.593681295009165,Reptiles,int,neo_specialization
log(int.age + 1),-0.012539437855559409,0.03232204430231386,-0.38795311763933626,0.6980973527158381,-4.7962743700054956e-4,0.4975104665918778,0.3916783803835502,0.593681295009165,Reptiles,int,neo_specialization
(Intercept),2.7188464621685458,0.3247811916530574,8.371317465553584,0,-4.719726602910919e-4,0.49743692292048336,0.39159300495547505,0.5936251435881658,Reptiles,high,neo_specialization
log(high.age + 1),-0.014712323262769049,0.03632296109875515,-0.4050419574210668,0.6854955888823309,-4.719726602910919e-4,0.49743692292048336,0.39159300495547505,0.5936251435881658,Reptiles,high,neo_specialization
(Intercept),1.1503897023010974,0.10877133670688749,10.576221062733834,0,-4.240559799161115e-4,0.6260236103961184,0.5425166338726393,0.6984784829999625,Reptiles,low,neo_marginality
log(low.age + 1),-0.004311303108968129,0.008641789542211363,-0.49889008380837074,0.6179187795800882,-4.240559799161115e-4,0.6260236103961184,0.5425166338726393,0.6984784829999625,Reptiles,low,neo_marginality
(Intercept),1.147620016858691,0.1088455724366265,10.543561774429303,0,-4.946543375588017e-4,0.6262442135399184,0.5427932771008703,0.6986476349302052,Reptiles,int,neo_marginality
log(int.age + 1),-0.003349088839424679,0.00951438484134889,-0.35200266704261945,0.7248781414546674,-4.946543375588017e-4,0.6262442135399184,0.5427932771008703,0.6986476349302052,Reptiles,int,neo_marginality
