term,Estimate,Std. Error,t value,Pr(>|t|),adj.r.squared,lambda,lam_low,lam_up,class,ext,biome
(Intercept),1.130642675205353,0.16077982258388043,7.032242336350917,3.1659119770210964e-12,-6.19873759043189e-4,0.7593995756157577,0.6865532342136846,0.8172897638017274,amphibians,high,neo_marginality
log(high.age + 1),-0.0034846416112106,0.00963299875821411,-0.3617400664812953,0.7176007932984381,-6.19873759043189e-4,0.7593995756157577,0.6865532342136846,0.8172897638017274,amphibians,high,neo_marginality
(Intercept),2.2239457176672537,0.32424590743498033,6.858824326451097,1.0382361637084614e-11,4.076587436733649e-4,0.4797100691053871,0.3457153262068764,0.6036760135611824,amphibians,high,neo_specialization
log(high.age + 1),-0.03874958366675967,0.03090410127097054,-1.2538654118105257,0.21009995801104345,4.076587436733649e-4,0.4797100691053871,0.3457153262068764,0.6036760135611824,amphibians,high,neo_specialization
(Intercept),1.1478313487883398,0.1364961236472272,8.40925967798835,0,0.00117032510506093,0.7334655089201698,0.6594015571717164,0.7936162604132749,amphibians,high,neo_marginality
log(high.age + 1),-0.01603982078526587,0.00986456229596682,-1.6260043075427508,0.10417347422834444,0.00117032510506093,0.7334655089201698,0.6594015571717164,0.7936162604132749,amphibians,high,neo_marginality
(Intercept),2.1672498525839994,0.3006024486186124,7.209687953452717,9.139355938714289e-13,-3.110672317464199e-4,0.4909772230010679,0.35821260558686774,0.613690098019793,amphibians,high,neo_specialization
log(high.age + 1),-0.0238857210972962,0.03181347483457898,-0.750805161067603,0.45289591561870046,-3.110672317464199e-4,0.4909772230010679,0.35821260558686774,0.613690098019793,amphibians,high,neo_specialization
(Intercept),1.1391307663454502,0.15253865637028416,7.467816968180419,1.425526363618701e-13,2.4839202460237255e-4,0.7446124499374254,0.6709032590197562,0.8038815308384465,amphibians,high,neo_marginality
log(high.age + 1),-0.01160745839977598,0.00999536557257433,-1.1612840286327268,0.2457240876746785,2.4839202460237255e-4,0.7446124499374254,0.6709032590197562,0.8038815308384465,amphibians,high,neo_marginality
(Intercept),2.229285686222962,0.3006748969401538,7.414272720834018,2.107203300738547e-13,3.390023030009144e-4,0.4389554098530607,0.3107462668138699,0.56367704638425975,amphibians,high,neo_specialization
log(high.age + 1),-0.03941794210107802,0.03244762491818368,-1.2148174851154718,0.2246402655098989,3.390023030009144e-4,0.4389554098530607,0.3107462668138699,0.56367704638425975,amphibians,high,neo_specialization
(Intercept),1.1472810608159807,0.14651296831730495,7.830576869695929,9.547918011776346e-15,7.088473379755063e-4,0.7236751078055949,0.6511780001435049,0.7827274970491288,amphibians,high,neo_marginality
log(high.age + 1),-0.01472429020406469,0.0104241142257989,-1.4125219548748964,0.1580182660844296,7.088473379755063e-4,0.7236751078055949,0.6511780001435049,0.7827274970491288,amphibians,high,neo_marginality
(Intercept),2.179770217119169,0.31423192483320217,6.93681973362896,6.105782546228511e-12,-2.3505829648187452e-4,0.4656562615966651,0.3374224379009776,0.5862502300254004,amphibians,high,neo_specialization
log(high.age + 1),-0.02745940787209341,0.03353973041704367,-0.8187128378986475,0.413089405703309,-2.3505829648187452e-4,0.4656562615966651,0.3374224379009776,0.5862502300254004,amphibians,high,neo_specialization
(Intercept),1.125148725487895,0.15097759629768845,7.452421770375752,1.596500709410975e-13,-3.1488564679241015e-4,0.7444282752831372,0.6702680278237036,0.8037835760896023,amphibians,high,neo_marginality
log(high.age + 1),-0.00751386796484629,0.0100556129101557,-0.7472312261799217,0.4550492967753747,-3.1488564679241015e-4,0.7444282752831372,0.6702680278237036,0.8037835760896023,amphibians,high,neo_marginality
(Intercept),2.179352775648123,0.3024611639671389,7.205397040278864,9.419132140919828e-13,-3.698409174763406e-4,0.45030096884521525,0.3220192714193432,0.5733667767698508,amphibians,high,neo_specialization
log(high.age + 1),-0.02260492291806945,0.03258313226953442,-0.6937615061399515,0.48794671172146376,-3.698409174763406e-4,0.45030096884521525,0.3220192714193432,0.5733667767698508,amphibians,high,neo_specialization
(Intercept),1.130005556299691,0.15306904935795282,7.382325565092958,2.6556534749033744e-13,-6.468165339846152e-4,0.7528246005981019,0.6802539176690517,0.8104262519648237,amphibians,high,neo_marginality
log(high.age + 1),-0.0030072962177296,0.00985585653830516,-0.30512784008590516,0.760314079748686,-6.468165339846152e-4,0.7528246005981019,0.6802539176690517,0.8104262519648237,amphibians,high,neo_marginality
(Intercept),2.216402456951077,0.2917136923144102,7.597869127659012,5.46229728115577e-14,-2.789047829364054e-4,0.4266702145334567,0.2964683866509395,0.5534189482314548,amphibians,high,neo_specialization
log(high.age + 1),-0.02481979050113521,0.031809640289625823,-0.7802600178798553,0.4353695490905291,-2.789047829364054e-4,0.4266702145334567,0.2964683866509395,0.5534189482314548,amphibians,high,neo_specialization
(Intercept),1.1155226122308008,0.15616183294839217,7.143375504560419,1.4586110097525309e-12,-6.710442147105234e-4,0.7598886539288814,0.6869488171841786,0.8175458783625431,amphibians,high,neo_marginality
log(high.age + 1),-0.00241336454304481,0.00992252891929307,-0.24322071144104573,0.8078700031631891,-6.710442147105234e-4,0.7598886539288814,0.6869488171841786,0.8175458783625431,amphibians,high,neo_marginality
(Intercept),2.151747372692056,0.3187737676728889,6.750076671616472,2.1568968833207688e-11,-4.79150078602976e-4,0.4814633696885032,0.35387778565758393,0.6008545943887242,amphibians,high,neo_specialization
log(high.age + 1),-0.01822302589427616,0.0318151756539539,-0.5727777866915988,0.5668870048165182,-4.79150078602976e-4,0.4814633696885032,0.35387778565758393,0.6008545943887242,amphibians,high,neo_specialization
(Intercept),1.14474868315428,0.15496103001760644,7.387332692769372,2.5623947408348613e-13,2.6971531380717785e-4,0.7513267618445715,0.6778307052738547,0.8098756703635851,amphibians,high,neo_marginality
log(high.age + 1),-0.01153256005188403,0.00982246166998298,-1.1741007946233109,0.2405540526215653,2.6971531380717785e-4,0.7513267618445715,0.6778307052738547,0.8098756703635851,amphibians,high,neo_marginality
(Intercept),2.322163822016699,0.2935386554377321,7.910930226732254,5.10702591327572e-15,0.00443438860737245,0.4234084999563958,0.2995560324002777,0.5469966240874515,amphibians,high,neo_specialization
log(high.age + 1),-0.08499878994945576,0.03156959045602389,-2.692426120251961,0.00717789429431814,0.00443438860737245,0.4234084999563958,0.2995560324002777,0.5469966240874515,amphibians,high,neo_specialization
(Intercept),1.1163524758384051,0.14953442534095923,7.46552155661124,1.452171716209705e-13,-6.780421110157085e-4,0.740482486943961,0.6674328168751347,0.7993265253424137,amphibians,high,neo_marginality
log(high.age + 1),-0.0021795917818073,0.00981126468325208,-0.2221519704312824,0.8242279372940873,-6.780421110157085e-4,0.740482486943961,0.6674328168751347,0.7993265253424137,amphibians,high,neo_marginality
(Intercept),2.126408273415492,0.28991847673344323,7.33450415914869,3.7503333771837793e-13,-7.131900619611374e-4,0.4235141935354573,0.29717280254991457,0.5503974202489197,amphibians,high,neo_specialization
log(high.age + 1),-3.2799011158352737e-4,0.03164057868220941,-0.01036612240495925,0.9917306539029532,-7.131900619611374e-4,0.4235141935354573,0.29717280254991457,0.5503974202489197,amphibians,high,neo_specialization
(Intercept),1.1286141855088967,0.15154406404101553,7.447432485401977,1.6564527527407338e-13,-5.319413379906853e-4,0.7329236892818595,0.6586912055775385,0.7926781490163005,amphibians,high,neo_marginality
log(high.age + 1),-0.00506231684309311,0.01004295334208837,-0.5040665500135084,0.6142938117715175,-5.319413379906853e-4,0.7329236892818595,0.6586912055775385,0.7926781490163005,amphibians,high,neo_marginality
(Intercept),2.271804489166597,0.3189942385288742,7.121772793275579,1.6973089600469393e-12,0.00232300043556989,0.4709522230826827,0.3378826827769791,0.5957373734358175,amphibians,high,neo_specialization
log(high.age + 1),-0.06654764162998553,0.03221689254813875,-2.0656132968302106,0.03904841168536843,0.00232300043556989,0.4709522230826827,0.3378826827769791,0.5957373734358175,amphibians,high,neo_specialization
(Intercept),1.168351408715543,0.15335185054617934,7.618763024732549,4.6851411639181606e-14,0.00476710416595043,0.7505190688390322,0.676467492680653,0.8098268472686702,amphibians,high,neo_marginality
log(high.age + 1),-0.0265839203907083,0.00956758667394309,-2.778539802843747,0.00553322763859087,0.00476710416595043,0.7505190688390322,0.676467492680653,0.8098268472686702,amphibians,high,neo_marginality
(Intercept),2.2998667154325543,0.29609032341209285,7.767449773195201,1.532107773982716e-14,0.0040956414850465,0.43364126908213735,0.3053879832011892,0.5601822644203661,amphibians,high,neo_specialization
log(high.age + 1),-0.08041246855426111,0.03090544198008327,-2.6018870270835204,0.00936890267266887,0.0040956414850465,0.43364126908213735,0.3053879832011892,0.5601822644203661,amphibians,high,neo_specialization
(Intercept),1.1685145038760854,0.15330119302506948,7.622344489419578,4.5741188614556456e-14,0.00313084238643767,0.7394714888526045,0.6655594710902228,0.7986799574966297,amphibians,high,neo_marginality
log(high.age + 1),-0.02256453198592729,0.00970450857060718,-2.325159674161172,0.02020555845640559,0.00313084238643767,0.7394714888526045,0.6655594710902228,0.7986799574966297,amphibians,high,neo_marginality
(Intercept),2.213830603170232,0.31061929710782304,7.127150900743173,1.6344703368531557e-12,3.5172675911940076e-4,0.4544044904828215,0.32127701466736097,0.582360474343326,amphibians,high,neo_specialization
log(high.age + 1),-0.03841601640848,0.03143318934627775,-1.222148220000117,0.22185701209897335,3.5172675911940076e-4,0.4544044904828215,0.32127701466736097,0.582360474343326,amphibians,high,neo_specialization
(Intercept),1.1567146966926631,0.15812340103884,7.315265729760886,4.305444889496357e-13,0.00189587937750608,0.7649334815794847,0.6937710098733229,0.8212075371347725,amphibians,high,neo_marginality
log(high.age + 1),-0.01881448527375176,0.0098278168963252,-1.9144114580306073,0.0557709633895016,0.00189587937750608,0.7649334815794847,0.6937710098733229,0.8212075371347725,amphibians,high,neo_marginality
(Intercept),2.318137868040423,0.3058377226351189,7.579633565366586,6.261657858885884e-14,0.00536546926741654,0.45471616706592216,0.32828856712951,0.5747120923795923,amphibians,high,neo_specialization
log(high.age + 1),-0.09249218269468396,0.03159774905031465,-2.927176317129556,0.00347570703220423,0.00536546926741654,0.45471616706592216,0.32828856712951,0.5747120923795923,amphibians,high,neo_specialization
(Intercept),1.1391307663454502,0.15253865637028416,7.467816968180419,1.425526363618701e-13,2.4839202460237255e-4,0.7446124499374254,0.6709032590197562,0.8038815308384465,amphibians,high,neo_marginality
log(high.age + 1),-0.01160745839977598,0.00999536557257433,-1.1612840286327268,0.2457240876746785,2.4839202460237255e-4,0.7446124499374254,0.6709032590197562,0.8038815308384465,amphibians,high,neo_marginality
(Intercept),2.229285686222962,0.3006748969401538,7.414272720834018,2.107203300738547e-13,3.390023030009144e-4,0.4389554098530607,0.3107462668138699,0.56367704638425975,amphibians,high,neo_specialization
log(high.age + 1),-0.03941794210107802,0.03244762491818368,-1.2148174851154718,0.2246402655098989,3.390023030009144e-4,0.4389554098530607,0.3107462668138699,0.56367704638425975,amphibians,high,neo_specialization
(Intercept),1.120025700749368,0.15728539474500855,7.120977141998189,1.7066348334537906e-12,-6.982593265910211e-4,0.7528860508272999,0.6811016084106161,0.8099417779808057,amphibians,high,neo_marginality
log(high.age + 1),-0.00136406009980126,0.00940714488215947,-0.1450025610202082,0.8847296917617427,-6.982593265910211e-4,0.7528860508272999,0.6811016084106161,0.8099417779808057,amphibians,high,neo_marginality
(Intercept),2.2923412518690256,0.30551526044953886,7.503197216715286,1.1013412404281553e-13,0.00286857057888675,0.44519959782828705,0.31397316807445197,0.5705142662629056,amphibians,high,neo_specialization
log(high.age + 1),-0.06807042583377466,0.03033246698014264,-2.2441440677521363,0.02497863346298912,0.00286857057888675,0.44519959782828705,0.31397316807445197,0.5705142662629056,amphibians,high,neo_specialization
(Intercept),1.152244679665879,0.14990334146772863,7.686584357520379,2.8421709430404014e-14,0.00111879146564234,0.738047389088793,0.6626740668827159,0.7985583259862145,amphibians,high,neo_marginality
log(high.age + 1),-0.01573382909085009,0.00981177785110299,-1.6035655647341591,0.10903508459211776,0.00111879146564234,0.738047389088793,0.6626740668827159,0.7985583259862145,amphibians,high,neo_marginality
(Intercept),2.325238186027452,0.29154865520136136,7.975472170919464,3.1086244689504387e-15,0.0035645767067978,0.42509794246251664,0.29992176251214686,0.548514385738129,amphibians,high,neo_specialization
log(high.age + 1),-0.07763454967284222,0.03164413043190473,-2.4533633445831184,0.01427374420951244,0.0035645767067978,0.42509794246251664,0.29992176251214686,0.548514385738129,amphibians,high,neo_specialization
(Intercept),1.1234839405016286,0.14660100566928186,7.66354865965997,3.3528735343679734e-14,-2.3397915464116824e-4,0.7451720666326994,0.6692515389637221,0.8057578923882415,amphibians,high,neo_marginality
log(high.age + 1),-0.00789223266205122,0.00962894209591536,-0.8196365274020226,0.41256265692723915,-2.3397915464116824e-4,0.7451720666326994,0.6692515389637221,0.8057578923882415,amphibians,high,neo_marginality
(Intercept),2.285010737649699,0.2864716158346238,7.976394907371223,3.1086244689504387e-15,0.0031587216997124,0.4360371982834273,0.3085060270252409,0.56142406547579915,amphibians,high,neo_specialization
log(high.age + 1),-0.07227395031793582,0.03097089569179025,-2.333608657533729,0.0197569571101952,0.0031587216997124,0.4360371982834273,0.3085060270252409,0.56142406547579915,amphibians,high,neo_specialization
(Intercept),1.111991457927797,0.16362461654462446,6.795991223145385,1.5860424085190058e-11,-7.126413813006978e-4,0.7766099408940115,0.7080693362661153,0.8307716622004637,amphibians,high,neo_marginality
log(high.age + 1),-2.8279622537617094e-4,0.00955393183037612,-0.02959998358759877,0.9763902912429564,-7.126413813006978e-4,0.7766099408940115,0.7080693362661153,0.8307716622004637,amphibians,high,neo_marginality
(Intercept),2.315481569955234,0.28650941551539677,8.08169450832865,1.3322676295501878e-15,0.00447320299803559,0.40587968043579814,0.2805426516098715,0.5320897200063694,amphibians,high,neo_specialization
log(high.age + 1),-0.08401754628340419,0.03108755304808694,-2.70261046771497,0.00696277713637183,0.00447320299803559,0.40587968043579814,0.2805426516098715,0.5320897200063694,amphibians,high,neo_specialization
(Intercept),1.145193646001368,0.1467522260634084,7.803586199139188,1.1546319456101628e-14,0.00103024308614733,0.7174364396814323,0.637284783134269,0.7822181864049979,amphibians,high,neo_marginality
log(high.age + 1),-0.01513256588398893,0.00967392095464801,-1.5642639582162616,0.11798126666824538,0.00103024308614733,0.7174364396814323,0.637284783134269,0.7822181864049979,amphibians,high,neo_marginality
(Intercept),2.2560280290174775,0.30215748449328284,7.466397970584212,1.4432899320127038e-13,0.00256176205710722,0.444020691419101,0.3172149033644473,0.5673654157428654,amphibians,high,neo_specialization
log(high.age + 1),-0.06646741862398592,0.03097920363697722,-2.1455496210577034,0.03208023773524493,0.00256176205710722,0.444020691419101,0.3172149033644473,0.5673654157428654,amphibians,high,neo_specialization
(Intercept),1.1354356035965412,0.15878521413611468,7.150764066881046,1.3846701563124952e-12,-2.6225738949326653e-4,0.7448746123977489,0.6676380016303612,0.8063140990853338,amphibians,high,neo_marginality
log(high.age + 1),-0.00787876388471826,0.00990942000741185,-0.7950782062749646,0.42670258707880926,-2.6225738949326653e-4,0.7448746123977489,0.6676380016303612,0.8063140990853338,amphibians,high,neo_marginality
(Intercept),2.296742353159608,0.3175515209100767,7.232660535138777,7.764899834228345e-13,0.00353238263203435,0.458392465538252,0.3247275722837506,0.5854881261306284,amphibians,high,neo_specialization
log(high.age + 1),-0.07763832880478312,0.0317659393912006,-2.4440747005356784,0.01464494488803014,0.00353238263203435,0.458392465538252,0.3247275722837506,0.5854881261306284,amphibians,high,neo_specialization
(Intercept),1.1075663196527823,0.1644392985180709,6.735411362333605,2.3784973990359504e-11,-6.749660183633015e-4,0.7685768341570991,0.6995932567002017,0.8230553358554972,amphibians,high,neo_marginality
log(high.age + 1),0.00225718268917991,0.00974396285882617,0.2316493527205249,0.8168441762678964,-6.749660183633015e-4,0.7685768341570991,0.6995932567002017,0.8230553358554972,amphibians,high,neo_marginality
(Intercept),2.3181597256371167,0.30187067765949166,7.679314014897423,2.9753977059954195e-14,0.00509542975196088,0.43029768216054487,0.30632237060860024,0.5508516409088461,amphibians,high,neo_specialization
log(high.age + 1),-0.09006338531141819,0.03147934085393728,-2.8610314850399265,0.00428529603872274,0.00509542975196088,0.43029768216054487,0.30632237060860024,0.5508516409088461,amphibians,high,neo_specialization
(Intercept),1.158312467906127,0.15654367617712958,7.39929262038981,2.349231920106831e-13,0.0020334703172269,0.7391821938165811,0.6624521955532466,0.8001495051790979,amphibians,high,neo_marginality
log(high.age + 1),-0.01952735079183217,0.00994074112439961,-1.964375748997444,0.04968381296913948,0.0020334703172269,0.7391821938165811,0.6624521955532466,0.8001495051790979,amphibians,high,neo_marginality
(Intercept),2.200393228321207,0.3511223425471714,6.266742276662716,4.895954752726084e-10,1.9533186379638176e-4,0.5258278720098544,0.3912428211088573,0.6444335441026565,amphibians,high,neo_specialization
log(high.age + 1),-0.03587561688994122,0.03178314821157718,-1.128762218617265,0.2591912598798536,1.9533186379638176e-4,0.5258278720098544,0.3912428211088573,0.6444335441026565,amphibians,high,neo_specialization
(Intercept),1.1447288766007238,0.15734582685346113,7.275241418806928,5.733191699164308e-13,7.48063325016613e-4,0.741942417193975,0.6646182835498556,0.8031823135241049,amphibians,high,neo_marginality
log(high.age + 1),-0.01415090580043638,0.0098826535199862,-1.4318933444158777,0.15239723991368903,7.48063325016613e-4,0.741942417193975,0.6646182835498556,0.8031823135241049,amphibians,high,neo_marginality
(Intercept),2.3192338888806048,0.3206048195670729,7.233933326430871,7.696066006701585e-13,0.00458168496008615,0.46874313406319007,0.3338322282167944,0.596345899822008,amphibians,high,neo_specialization
log(high.age + 1),-0.08617910554404748,0.03155729623602341,-2.730877350819173,0.00639575804940451,0.00458168496008615,0.46874313406319007,0.3338322282167944,0.596345899822008,amphibians,high,neo_specialization
(Intercept),1.1402972012315022,0.13225964342191204,8.621656400463152,0,-1.7295166817938182e-4,0.6893857173896768,0.6074945166314538,0.7572423225687575,amphibians,high,neo_marginality
log(high.age + 1),-0.00835335727470555,0.00959844880309927,-0.8702820055682653,0.38429528929559886,-1.7295166817938182e-4,0.6893857173896768,0.6074945166314538,0.7572423225687575,amphibians,high,neo_marginality
(Intercept),2.277100480149284,0.2829326367666231,8.048207185187863,1.7763568394002505e-15,0.00111873161977856,0.42827376993637584,0.30271549793814356,0.551418923935861,amphibians,high,neo_specialization
log(high.age + 1),-0.04931130325135753,0.03075153971391554,-1.6035393255136237,0.1090408729969905,0.00111873161977856,0.42827376993637584,0.30271549793814356,0.551418923935861,amphibians,high,neo_specialization
(Intercept),1.0997955200684293,0.15083242457338406,7.291505942300549,5.10480546722647e-13,-6.312970401784427e-4,0.7472847501649277,0.6741488327743858,0.8056846065592197,amphibians,high,neo_marginality
log(high.age + 1),0.00332013770128996,0.00979698404087679,0.338893856255871,0.7347404421931509,-6.312970401784427e-4,0.7472847501649277,0.6741488327743858,0.8056846065592197,amphibians,high,neo_marginality
(Intercept),2.271753071559095,0.29453741368461095,7.712952467192082,2.3092638912203256e-14,0.00387090058302528,0.4392512023979459,0.31028463990414445,0.5647441719814572,amphibians,high,neo_specialization
log(high.age + 1),-0.07999885299982058,0.03149468981421053,-2.5400743259177863,0.01119005528250705,0.00387090058302528,0.4392512023979459,0.31028463990414445,0.5647441719814572,amphibians,high,neo_specialization
(Intercept),1.144132225290759,0.14132448965728636,8.0957817577498,1.3322676295501878e-15,7.769278518511405e-4,0.716636046099305,0.6387099753168436,0.7802900662040758,amphibians,high,neo_marginality
log(high.age + 1),-0.0142637623221757,0.00986438056314388,-1.4459866213464183,0.1484044557692079,7.769278518511405e-4,0.716636046099305,0.6387099753168436,0.7802900662040758,amphibians,high,neo_marginality
(Intercept),2.2268494805799217,0.2831876626767896,7.863511635821122,7.549516567451064e-15,1.8495136815408584e-4,0.41933005469814494,0.2962964137004737,0.5413085547763421,amphibians,high,neo_specialization
log(high.age + 1),-0.03558293489212214,0.03170565177189902,-1.1222899673571631,0.26193133330221907,1.8495136815408584e-4,0.41933005469814494,0.2962964137004737,0.5413085547763421,amphibians,high,neo_specialization
(Intercept),1.1305127369326324,0.17032641086462552,6.6373308237626025,4.552269672331022e-11,-4.6161392015798874e-4,0.793273627113192,0.7300130710936785,0.8427051188159546,amphibians,high,neo_marginality
log(high.age + 1),-0.00574137232233937,0.00966809702675955,-0.5938471972765981,0.5527101177769744,-4.6161392015798874e-4,0.793273627113192,0.7300130710936785,0.8427051188159546,amphibians,high,neo_marginality
(Intercept),2.1445064203265845,0.3239636476348186,6.6195896853956135,5.114775269987604e-11,-6.951729575468379e-4,0.4787096527778587,0.34580526360441916,0.6030985812762715,amphibians,high,neo_specialization
log(high.age + 1),-0.00499773493820008,0.03138955589007637,-0.15921649085134362,0.8735212440961859,-6.951729575468379e-4,0.4787096527778587,0.34580526360441916,0.6030985812762715,amphibians,high,neo_specialization
(Intercept),1.1394213478806154,0.1392326803314024,8.183576910022548,6.661338147750939e-16,-4.1554279523686053e-5,0.7444393147924127,0.671705601961498,0.8029899142659634,amphibians,high,neo_marginality
log(high.age + 1),-0.00947612113928177,0.00976503739999134,-0.9704131946581358,0.33200795583667886,-4.1554279523686053e-5,0.7444393147924127,0.671705601961498,0.8029899142659634,amphibians,high,neo_marginality
(Intercept),2.199887382135178,0.292275478965218,7.526759993427207,9.259260025373807e-14,6.700551251019343e-4,0.47141734901129906,0.34211392845934796,0.5932658420795744,amphibians,high,neo_specialization
log(high.age + 1),-0.04412607304727032,0.03167481588789653,-1.3930964335654312,0.163811467433425,6.700551251019343e-4,0.47141734901129906,0.34211392845934796,0.5932658420795744,amphibians,high,neo_specialization
(Intercept),1.11108790948194,0.15781826240045316,7.040299979115407,2.994049452809122e-12,-6.738083802662846e-4,0.7700793057246973,0.700982674705371,0.8246658924002706,amphibians,high,neo_marginality
log(high.age + 1),0.00229883612283287,0.00977711309050127,0.2351242234342416,0.8141466543706302,-6.738083802662846e-4,0.7700793057246973,0.700982674705371,0.8246658924002706,amphibians,high,neo_marginality
(Intercept),2.21327660759623,0.30015376715781483,7.373809193047818,2.824407374646398e-13,-2.7544037997366083e-4,0.44913853515333,0.31825670562962227,0.5747179415953269,amphibians,high,neo_specialization
log(high.age + 1),-0.02478403173524683,0.03163783735528783,-0.7833668103456675,0.433544049747427,-2.7544037997366083e-4,0.44913853515333,0.31825670562962227,0.5747179415953269,amphibians,high,neo_specialization
(Intercept),1.135182118261158,0.1500605873910115,7.564825234911445,6.994405055138486e-14,-2.1053421407611647e-4,0.731475846099033,0.655869102474922,0.7921462770074241,amphibians,high,neo_marginality
log(high.age + 1),-0.00795253662419349,0.00947346558228449,-0.8394537938750574,0.4013578226415242,-2.1053421407611647e-4,0.731475846099033,0.655869102474922,0.7921462770074241,amphibians,high,neo_marginality
(Intercept),2.2513755042024872,0.3098261580949711,7.266576579735958,6.09956529729061e-13,0.00129544668934448,0.4597783212636963,0.32791235674732444,0.584516100125269,amphibians,high,neo_specialization
log(high.age + 1),-0.05098751218027875,0.03036332557100915,-1.6792466313031778,0.09332680497174284,0.00129544668934448,0.4597783212636963,0.32791235674732444,0.584516100125269,amphibians,high,neo_specialization
(Intercept),1.129028874399168,0.1698420700148566,6.647521867228823,4.2570391656227e-11,-2.996393566869203e-4,0.7691395943979,0.6975764425575476,0.8251638827301141,amphibians,high,neo_marginality
log(high.age + 1),-0.007235342304162,0.00950266630780944,-0.761401281471483,0.446545472165198,-2.996393566869203e-4,0.7691395943979,0.6975764425575476,0.8251638827301141,amphibians,high,neo_marginality
(Intercept),2.3114367099540947,0.30278250111381105,7.633983805045797,4.1744385725905886e-14,0.00447133672404189,0.4181167101128175,0.2935433361279003,0.5420540086128033,amphibians,high,neo_specialization
log(high.age + 1),-0.08235535268662497,0.03047803301766632,-2.702121644099815,0.00697296829101601,0.00447133672404189,0.4181167101128175,0.2935433361279003,0.5420540086128033,amphibians,high,neo_specialization
(Intercept),1.145802066932191,0.15771940308551777,7.264813615297037,6.177280909014371e-13,9.309182906078132e-4,0.7470301137894604,0.6721615000614978,0.8068414920749106,amphibians,high,neo_marginality
log(high.age + 1),-0.01476293267946687,0.00971898796215976,-1.5189783892052735,0.12899339881806648,9.309182906078132e-4,0.7470301137894604,0.6721615000614978,0.8068414920749106,amphibians,high,neo_marginality
(Intercept),2.2925518647400507,0.3057104985786373,7.499094324202092,1.13464793116691e-13,0.00272108781204448,0.43874397389728126,0.31237766849591947,0.5618948549139674,amphibians,high,neo_specialization
log(high.age + 1),-0.06857675383772202,0.0312096335191749,-2.1972944281959963,0.02816252902883231,0.00272108781204448,0.43874397389728126,0.31237766849591947,0.5618948549139674,amphibians,high,neo_specialization
(Intercept),1.1412782306454656,0.15657812090926343,7.288874231073657,5.200284647344233e-13,8.891909714352867e-4,0.7674684126420973,0.6949780656076414,0.8245569286312042,amphibians,high,neo_marginality
log(high.age + 1),-0.01441037791927322,0.00960981220636552,-1.499548337659274,0.13395657514642645,8.891909714352867e-4,0.7674684126420973,0.6949780656076414,0.8245569286312042,amphibians,high,neo_marginality
(Intercept),2.3071204505695864,0.28760697439525035,8.021782001012863,2.220446049250313e-15,0.00447755584506833,0.42487345966278217,0.2997512429039366,0.5500048321823984,amphibians,high,neo_specialization
log(high.age + 1),-0.08364433106555723,0.03093641176872408,-2.7037502503803466,0.00693906657543563,0.00447755584506833,0.42487345966278217,0.2997512429039366,0.5500048321823984,amphibians,high,neo_specialization
(Intercept),1.1188719490691692,0.13514392199148262,8.279114092453863,4.440892098500626e-16,-6.952816759729539e-4,0.7446699340264367,0.6685051868434351,0.8051858770596851,amphibians,high,neo_marginality
log(high.age + 1),-0.00152781929385786,0.00962482080127515,-0.15873742747038497,0.8738986108336833,-6.952816759729539e-4,0.7446699340264367,0.6685051868434351,0.8051858770596851,amphibians,high,neo_marginality
(Intercept),2.189768421849991,0.2522860680516064,8.67970411034375,0,-2.1425870868586975e-4,0.3956326757355011,0.2713965639572906,0.5238117852366349,amphibians,high,neo_specialization
log(high.age + 1),-0.02581701418590504,0.0308691556140535,-0.8363369088771438,0.4031079132277764,-2.1425870868586975e-4,0.3956326757355011,0.2713965639572906,0.5238117852366349,amphibians,high,neo_specialization
(Intercept),1.152063964603136,0.14781482607306853,7.793967595873247,1.2434497875801752e-14,0.00118265696361408,0.7513986499123226,0.6781704367451316,0.8097941693391246,amphibians,high,neo_marginality
log(high.age + 1),-0.01573449927301654,0.00964520641991393,-1.631328412062844,0.10304563036381877,0.00118265696361408,0.7513986499123226,0.6781704367451316,0.8097941693391246,amphibians,high,neo_marginality
(Intercept),2.291631444753817,0.28533500865699557,8.031371458903639,1.9984014443252818e-15,0.00316978125225185,0.43179160422770657,0.3029301844303153,0.5581088386016895,amphibians,high,neo_specialization
log(high.age + 1),-0.07259067648008413,0.03106211720445897,-2.3369519856703045,0.01958186086199642,0.00316978125225185,0.43179160422770657,0.3029301844303153,0.5581088386016895,amphibians,high,neo_specialization
(Intercept),1.1379919854412934,0.1472183530446972,7.7299600349134865,2.042810365310288e-14,-2.562530655804146e-4,0.7322832505226051,0.6589964343254948,0.7916473729891406,amphibians,high,neo_marginality
log(high.age + 1),-0.00791793640312377,0.00989302330364291,-0.800355579897214,0.4236404053765921,-2.562530655804146e-4,0.7322832505226051,0.6589964343254948,0.7916473729891406,amphibians,high,neo_marginality
(Intercept),2.208057963100991,0.2835627357736678,7.786841092065792,1.3322676295501878e-14,-3.404749643832043e-4,0.4071892523154313,0.28423081303654246,0.5308662153545055,amphibians,high,neo_specialization
log(high.age + 1),-0.02319016410282912,0.03208267425082589,-0.7228251585739347,0.4699078680272091,-3.404749643832043e-4,0.4071892523154313,0.28423081303654246,0.5308662153545055,amphibians,high,neo_specialization
